row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,811.539.933.682,921.361.545.847,811539933682.0,921361545847.0
Thuế TNDN theo thuế suất áp dụng cho Công ty Trong đó:,Thuế TNDN theo thuế suất áp dụng cho Công ty Trong đó:,Thuế TNDN theo thuế suất áp dụng cho Công ty Trong đó:,200.154.453.193,214.982.088.782,200154453193.0,214982088782.0
Thuế suất 5% của hoạt động thuế đất đang trong thời gian ưu đãi,Thuế suất 5% của hoạt động thuế đất đang trong thời gian ưu đãi,Thuế suất 5% của hoạt động thuế đất đang trong thời gian ưu đãi,1.403.688.344,3.432.927.642,1403688344.0,3432927642.0
Thuế suất 10% của hoạt động thuế đất đang trong thời gian ưu đãi,Thuế suất 10% của hoạt động thuế đất đang trong thời gian ưu đãi,Thuế suất 10% của hoạt động thuế đất đang trong thời gian ưu đãi,5.357.954.400,7.438.810.994,5357954400.0,7438810994.0
Thuế suất 20% của các hoạt động khác (20%: 2016),Thuế suất 20% của các hoạt động khác (20%: 2016),Thuế suất 20% của các hoạt động khác (20%: 2016),193.392.810.450,204.110.350.146,193392810450.0,204110350146.0
Các khoản điều chỉnh tăng Chi phí không được khấu trừ thuế,Các khoản điều chỉnh tăng Chi phí không được khấu trừ thuế,Các khoản điều chỉnh tăng Chi phí không được khấu trừ thuế,4.872.206.439,8.509.415.401,4872206439.0,8509415401.0
Thu nhập chịu thuế cho hoạt động cho thuê đất từ các kỳ trước,Thu nhập chịu thuế cho hoạt động cho thuê đất từ các kỳ trước,Thu nhập chịu thuế cho hoạt động cho thuê đất từ các kỳ trước,3.530.478.897,1.627.224.597,3530478897.0,1627224597.0
Các khoản điều chỉnh giảm Ảnh hưởng của các điều chỉnh cho mục đích hợp nhất báo cáo tài chính,Các khoản điều chỉnh giảm Ảnh hưởng của các điều chỉnh cho mục đích hợp nhất báo cáo tài chính,Các khoản điều chỉnh giảm Ảnh hưởng của các điều chỉnh cho mục đích hợp nhất báo cáo tài chính,(12.910.050.808),(9.159.397.200),-12910050808.0,-9159397200.0
Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(2.884.316.854),(5.882.782.374),-2884316854.0,-5882782374.0
Chi phí thuế TNDN,Chi phí thuế TNDN,Chi phí thuế TNDN,192.762.770.867,210.076.549.206,192762770867.0,210076549206.0
