row_label_raw,row_label_full,STT,Công ty,Địa chỉ,Tỷ lệ lợi ích (%),Tỷ lệ biểu quyết (%),Hoạt động chính,numeric__Công ty,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ biểu quyết (%),numeric__Hoạt động chính
1,1,1,"Công ty Cổ phần An Tiến Industries (HII) (""Công ty An Tiến"")","Khu công nghiệp phía Nam, xã Văn Tiến, thành phố Yên Bái, tỉnh Yên Bái","50,99","50,99","Sản xuất sản phẩm từ nhựa plastic, sản xuất phụ gia và bột đá",,,50.99,50.99,
2,2,2,"Công ty TNHH Khu công nghiệp Kỹ thuật cao An Phát (""Công ty An Phát Complex"")","Khu công nghiệp kỹ thuật cao An Phát, km 47, quốc lộ 5, phường Việt Hòa, thành phố Hải Dương, tỉnh Hải Dương",100,100,Phát triển hạ tầng khu công nghiệp,,,100.0,100.0,
3,3,3,"An Thanh Bicsol Singapore PTE. Ltd (""Công ty An Thành Singapore"") (*)","Số 8, Temasek Boulevard # 44-00 Suntec Tower Three, Singapore","50,99",100,Kinh doanh hạt nhựa,,,50.99,100.0,
4,4,4,"Công ty Cổ phần An Thành Biscol (""Công ty An Thành"") (*)","Khu công nghiệp kỹ thuật cao An Phát, km 47, quốc lộ 5, phường Việt Hòa, thành phố Hải Dương, tỉnh Hải Dương","35,31","69,26","Bán buôn chuyên doanh hạt nhựa PP, PE, PS, PVS, ABS...",,,35.31,69.26,
5,5,5,"Công ty Cổ phần Liên vận An Tín (""Công ty An Tín"") (*)","Số 64.22 đường Phạm Hùng, phường Tứ Minh, thành phố Hải Dương, tỉnh Hải Dương","26,00","51,00","Vận tải hàng hóa bằng đường bộ, đường ven biển và viễn dương",,,26.0,51.0,
