row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,597.393.373.124,253.984.323.184,597393373124.0,253984323184.0
Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty,Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty,Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty,,,,
Thuế suất thuế TNDN 20%,Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty > Thuế suất thuế TNDN 20%,Thuế suất thuế TNDN 20%,83.027.414.657,32.791.256.542,83027414657.0,32791256542.0
Thuế suất TNDN ưu đãi 17%,Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty > Thuế suất TNDN ưu đãi 17%,Thuế suất TNDN ưu đãi 17%,118.382.677,-,118382677.0,
Thuế suất thuế TNDN ưu đãi 10%,Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty > Thuế suất thuế TNDN ưu đãi 10%,Thuế suất thuế TNDN ưu đãi 10%,13.245.813.363,8.970.179.203,13245813363.0,8970179203.0
Thuế suất thuế TNDN ưu đãi 5%,Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty > Thuế suất thuế TNDN ưu đãi 5%,Thuế suất thuế TNDN ưu đãi 5%,1.378.154.334,-,1378154334.0,
Các khoản điều chỉnh,Các khoản điều chỉnh,Các khoản điều chỉnh,,,,
Chi phí lãi vay không được trừ,Các khoản điều chỉnh > Chi phí lãi vay không được trừ,Chi phí lãi vay không được trừ,11.083.319.921,-,11083319921.0,
Chi phí không được khấu trừ thuế,Các khoản điều chỉnh > Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,1.535.348.443,1.606.950.861,1535348443.0,1606950861.0
Thuế TNDN trích thừa năm trước,Các khoản điều chỉnh > Thuế TNDN trích thừa năm trước,Thuế TNDN trích thừa năm trước,(4.648.874.896),-,-4648874896.0,
Điều chỉnh khác,Các khoản điều chỉnh > Điều chỉnh khác,Điều chỉnh khác,624.941.956,(1.532.976.983),624941956.0,-1532976983.0
Chi phí thuế TNDN,Các khoản điều chỉnh > Chi phí thuế TNDN,Chi phí thuế TNDN,106.364.500.455,41.835.409.623,106364500455.0,41835409623.0
