row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
- Chi phí nhân công,Chi phí bán hàng > - Chi phí nhân công,- Chi phí nhân công,25.077.683.020,20.644.128.350,25077683020.0,20644128350.0
- Chi phí nguyên vật liệu,Chi phí bán hàng > - Chi phí nguyên vật liệu,- Chi phí nguyên vật liệu,470.238.381,4.695.505.310,470238381.0,4695505310.0
- Chi phí khấu hao tài sản cố định,Chi phí bán hàng > - Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,16.422.864.677,14.561.058.474,16422864677.0,14561058474.0
- Chi phí dịch vụ mua ngoài,Chi phí bán hàng > - Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,142.050.790.672,104.562.012.884,142050790672.0,104562012884.0
- Chi phí khác,Chi phí bán hàng > - Chi phí khác,- Chi phí khác,30.599.758.728,12.100.104.966,30599758728.0,12100104966.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,214.621.335.478,156.562.809.984,214621335478.0,156562809984.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
- Chi phí nhân công,Chi phí quản lý doanh nghiệp > - Chi phí nhân công,- Chi phí nhân công,48.013.057.519,29.455.880.640,48013057519.0,29455880640.0
- Chi phí nguyên vật liệu,Chi phí quản lý doanh nghiệp > - Chi phí nguyên vật liệu,- Chi phí nguyên vật liệu,777.210.900,820.180.792,777210900.0,820180792.0
- Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp > - Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,20.923.821.231,18.299.250.843,20923821231.0,18299250843.0
- Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > - Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,58.428.804.001,52.023.855.841,58428804001.0,52023855841.0
- Chi phí khác,Chi phí quản lý doanh nghiệp > - Chi phí khác,- Chi phí khác,20.877.927.784,23.019.144.080,20877927784.0,23019144080.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,149.020.821.435,123.618.312.196,149020821435.0,123618312196.0
