row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,401.957.045.935,-,359.104.802.220,-,401957045935.0,,359104802220.0,
Hạ tầng khu công nghiệp thuộc Dự án Khu Công nghiệp An Phát Complex đề cho thuê dài hạn,Hạ tầng khu công nghiệp thuộc Dự án Khu Công nghiệp An Phát Complex đề cho thuê dài hạn,Hạ tầng khu công nghiệp thuộc Dự án Khu Công nghiệp An Phát Complex đề cho thuê dài hạn,318.652.760.761,-,-,-,318652760761.0,,,
Hàng hóa,Hàng hóa,Hàng hóa,156.780.119.963,(352.469.704),186.259.817.175,(2.750.517.531),156780119963.0,-352469704.0,186259817175.0,-2750517531.0
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,158.476.957.985,-,128.007.527.602,-,158476957985.0,,128007527602.0,
Thành phẩm,Thành phẩm,Thành phẩm,146.848.010.514,-,142.565.397.053,-,146848010514.0,,142565397053.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",34.535.142.945,-,35.468.266.432,-,34535142945.0,,35468266432.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,3.885.298.029,-,14.093.937.483,-,3885298029.0,,14093937483.0,
Hàng gửi bán,Hàng gửi bán,Hàng gửi bán,720.100.229,-,-,-,720100229.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.221.855.436.361,(352.469.704),865.499.747.965,(2.750.517.531),1221855436361.0,-352469704.0,865499747965.0,-2750517531.0
