row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",19.989.383.782,14.340.201.971,19989383782.0,14340201971.0
Chi phí trả trước khác,Ngắn hạn > Chi phí trả trước khác,Chi phí trả trước khác,8.355.892.573,6.741.654.519,8355892573.0,6741654519.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,28.345.276.355,21.081.856.490,28345276355.0,21081856490.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Quyền sử dụng đất có thời hạn (*),Dài hạn > Quyền sử dụng đất có thời hạn (*),Quyền sử dụng đất có thời hạn (*),129.873.312.977,8.146.585.272,129873312977.0,8146585272.0
"Công cụ, dụng cụ xuất dùng","Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",29.728.993.763,29.025.327.883,29728993763.0,29025327883.0
Chiết khấu thanh toán,Dài hạn > Chiết khấu thanh toán,Chiết khấu thanh toán,12.159.074.281,-,12159074281.0,
Chi phí sửa chữa lớn,Dài hạn > Chi phí sửa chữa lớn,Chi phí sửa chữa lớn,6.022.891.752,7.550.782.677,6022891752.0,7550782677.0
Chi phí tư vấn phát triển thị trường,Dài hạn > Chi phí tư vấn phát triển thị trường,Chi phí tư vấn phát triển thị trường,3.225.750.000,9.088.127.780,3225750000.0,9088127780.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,17.264.037.510,8.696.437.730,17264037510.0,8696437730.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,198.274.060.283,62.507.261.342,198274060283.0,62507261342.0
