row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm nay
"Sản xuất, bán và kinh doanh thương mại hạt nhựa và bao bì","Sản xuất, bán và kinh doanh thương mại hạt nhựa và bao bì","Sản xuất, bán và kinh doanh thương mại hạt nhựa và bao bì",8.461.475.395.875,8461475395875.0
"Kinh doanh nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp","Kinh doanh nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp","Kinh doanh nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp",731.784.532.296,731784532296.0
Dịch vụ vận chuyển,Dịch vụ vận chuyển,Dịch vụ vận chuyển,192.584.131.082,192584131082.0
Khác,Khác,Khác,2.570.942.771,2570942771.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.388.415.002.024,9388415002024.0
