row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > Dự phòng,Đơn vị tính: VND > Giá gốc,Đơn vị tính: VND > Giá trị hợp lý,Đơn vị tính: VND > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: VND > Giá gốc,numeric__Đơn vị tính: VND > Giá trị hợp lý,numeric__Đơn vị tính: VND > Dự phòng
Cổ phiếu (*),Cổ phiếu (*),Cổ phiếu (*),59.670.020.000,59.670.020.000,-,-,-,-,59670020000.0,59670020000.0,,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,59.670.020.000,59.670.020.000,-,-,-,-,59670020000.0,59670020000.0,,,,
