row_label_raw,row_label_full,col_0,Năm 2020triệu đồng,Năm 2019triệu đồng,numeric__Năm 2020triệu đồng,numeric__Năm 2019triệu đồng
- Tất toán tiền gửi có kỳ hạn tại Ngân hàng,"Tổng Công ty Cổ phần Bảo hiểm Quân đội (""MIC"") > - Tất toán tiền gửi có kỳ hạn tại Ngân hàng",- Tất toán tiền gửi có kỳ hạn tại Ngân hàng,(2.394.200),(1.190.000),-2394200.0,-1190000.0
- Giải ngân tiền vay Ngân hàng,"Tổng Công ty Cổ phần Bảo hiểm Quân đội (""MIC"") > - Giải ngân tiền vay Ngân hàng",- Giải ngân tiền vay Ngân hàng,16.267,143.235,16267.0,143235.0
- Thu nợ gốc vay Ngân hàng,"Tổng Công ty Cổ phần Bảo hiểm Quân đội (""MIC"") > - Thu nợ gốc vay Ngân hàng",- Thu nợ gốc vay Ngân hàng,(54.658),(152.352),-54658.0,-152352.0
Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,,
- Chi phí lãi tiền gửi,Công ty TNHH Bảo hiểm nhân thọ MB Ageas > - Chi phí lãi tiền gửi,- Chi phí lãi tiền gửi,(47.129),(23.954),-47129.0,-23954.0
- Thu từ hợp đồng đại lý bảo hiểm,Công ty TNHH Bảo hiểm nhân thọ MB Ageas > - Thu từ hợp đồng đại lý bảo hiểm,- Thu từ hợp đồng đại lý bảo hiểm,632.162,533.888,632162.0,533888.0
- Gửi tiền có kỳ hạn tại Ngân hàng,Công ty TNHH Bảo hiểm nhân thọ MB Ageas > - Gửi tiền có kỳ hạn tại Ngân hàng,- Gửi tiền có kỳ hạn tại Ngân hàng,1.531.215,1.252.645,1531215.0,1252645.0
- Tất toán tiền gửi có kỳ hạn tại Ngân hàng,Công ty TNHH Bảo hiểm nhân thọ MB Ageas > - Tất toán tiền gửi có kỳ hạn tại Ngân hàng,- Tất toán tiền gửi có kỳ hạn tại Ngân hàng,(696.215),(1.253.075),-696215.0,-1253075.0
Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,,
- Thu nhập lãi tiền vay,Cổ đông lớn > - Thu nhập lãi tiền vay,- Thu nhập lãi tiền vay,9.141,18.126,9141.0,18126.0
- Chi phí lãi tiền gửi,Cổ đông lớn > - Chi phí lãi tiền gửi,- Chi phí lãi tiền gửi,(711.227),(692.349),-711227.0,-692349.0
- Giải ngân tiền vay Ngân hàng,Cổ đông lớn > - Giải ngân tiền vay Ngân hàng,- Giải ngân tiền vay Ngân hàng,-,721,,721.0
- Thu nợ gốc tiền vay Ngân hàng,Cổ đông lớn > - Thu nợ gốc tiền vay Ngân hàng,- Thu nợ gốc tiền vay Ngân hàng,(165.312),(79.261),-165312.0,-79261.0
