row_label_raw,row_label_full,col_0,31/12/2020 > %/năm,31/12/2019 > %/năm,numeric__31/12/2020 > %/năm,numeric__31/12/2019 > %/năm
Tiền gửi có kỳ han bằng VND,Tiền gửi có kỳ han bằng VND,Tiền gửi có kỳ han bằng VND,"0,20 - 4,40","2,40 - 6,40",,
Tiền gửi có kỳ han bằng ngoại tệ,Tiền gửi có kỳ han bằng ngoại tệ,Tiền gửi có kỳ han bằng ngoại tệ,"0,15 - 1,50","0,01 - 2,10",,
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"1,50 - 5,00","4,40 - 7,20",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"0,40 - 2,10","0,01 - 4,10",,
