row_label_raw,row_label_full,col_0,31/12/2020% /năm,31/12/2019% /năm,numeric__31/12/2020% /năm,numeric__31/12/2019% /năm
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"5,50 - 11,00","6,00 - 11,00",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"1,80 - 4,50","3,10 - 5,50",,
