row_label_raw,row_label_full,col_0,31/12/2020triệu đồng,31/12/2019(phân loại triệu đồng,numeric__31/12/2020triệu đồng,numeric__31/12/2019(phân loại triệu đồng
Bất động sản,Bất động sản,Bất động sản,338.549.573,274.345.045,338549573.0,274345045.0
Đồng sản,Đồng sản,Đồng sản,90.973.730,72.236.020,90973730.0,72236020.0
Giấy tờ có giả,Giấy tờ có giả,Giấy tờ có giả,56.712.610,29.618.596,56712610.0,29618596.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,356.878.625,304.350.315,356878625.0,304350315.0
Các tài sản đảm báo khác,Các tài sản đảm báo khác,Các tài sản đảm báo khác,156.890.860,94.561.713,156890860.0,94561713.0
,,,1.000.005.398,775.111.689,1000005398.0,775111689.0
