row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2020 triệu đồng,31/12/2019 triệu đồng,numeric__Thuyết minh,numeric__31/12/2020 triệu đồng,numeric__31/12/2019 triệu đồng
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,
Các khoản nợ Chính phủ và NHNN,NỘ PHẢI TRẢ > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,18,15.383,16.836,18.0,15383.0,16836.0
Tiền gửi và vay các tổ chức tin dụng khác,NỘ PHẢI TRẢ > Tiền gửi và vay các tổ chức tin dụng khác,Tiền gửi và vay các tổ chức tin dụng khác,,43.544.588,45.304.141,,43544588.0,45304141.0
Tiền gửi của các tổ chức tin dụng khác,NỘ PHẢI TRẢ > Tiền gửi của các tổ chức tin dụng khác,Tiền gửi của các tổ chức tin dụng khác,19.1,24.624.082,29.385.109,191.0,24624082.0,29385109.0
Vay các tổ chức tin dụng khác,NỘ PHẢI TRẢ > Vay các tổ chức tin dụng khác,Vay các tổ chức tin dụng khác,19.2,18.920.506,15.919.032,192.0,18920506.0,15919032.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,20,314.520.879,274.999.773,20.0,314520879.0,274999773.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","NỘ PHẢI TRẢ > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",21,207.341,302.126,21.0,207341.0,302126.0
Phát hành giấy tờ có giá,NỘ PHẢI TRẢ > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,22,50.721.855,25.621.553,22.0,50721855.0,25621553.0
Các khoản nợ khác,NỘ PHẢI TRẢ > Các khoản nợ khác,Các khoản nợ khác,,22.093.505,15.036.049,,22093505.0,15036049.0
"Các khoản lãi, phí phải trả","NỘ PHẢI TRẢ > Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",,4.839.149,4.544.662,,4839149.0,4544662.0
Các khoản phải trả và công nợ khác,NỘ PHẢI TRẢ > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,23,17.254.356,10.491.387,23.0,17254356.0,10491387.0
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,,431.103.551,361.280.478,,431103551.0,361280478.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,,
Vốn điều lệ,VỐN CHỦ SỞ HỮU > Vốn điều lệ,Vốn điều lệ,,27.987.569,23.727.323,,27987569.0,23727323.0
Thặng dư vốn cổ phần,VỐN CHỦ SỞ HỮU > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,,1.177.563,-,,1177563.0,
Cổ phiếu quỹ,VỐN CHỦ SỞ HỮU > Cổ phiếu quỹ,Cổ phiếu quỹ,,(564.397),(1.036.712),,-564397.0,-1036712.0
Quỹ của Tổ chức tin dụng,VỐN CHỦ SỞ HỮU > Quỹ của Tổ chức tin dụng,Quỹ của Tổ chức tin dụng,,6.032.564,4.799.438,,6032564.0,4799438.0
Lợi nhuận chưa phân phối,VỐN CHỦ SỞ HỮU > Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,,12.102.744,9.786.566,,12102744.0,9786566.0
TỔNG VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,25,46.736.043,37.276.615,25.0,46736043.0,37276615.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,477.839.594,398.557.093,,477839594.0,398557093.0
