row_label_raw,row_label_full,"Số lượng cán bộ, công nhân viên bình quân trong năm (người)",Năm 2020 > 9.507,Năm 2019 > 9.559,numeric__Năm 2020 > 9.507,numeric__Năm 2019 > 9.559
"Thu nhập của cán bộ, công nhân viên (triệu đồng)","Thu nhập của cán bộ, công nhân viên (triệu đồng)","Thu nhập của cán bộ, công nhân viên (triệu đồng)",3.580.997,3.891.628,3580997.0,3891628.0
Thu nhập bình quân tháng (triệu đồng/người/tháng),Thu nhập bình quân tháng (triệu đồng/người/tháng),Thu nhập bình quân tháng (triệu đồng/người/tháng),"31,39","33,93",31.39,33.93
