row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng triệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng triệu đồng
,,,Trên 3 tháng triệu đồng,Đến 3 tháng triệu đồng,Đến 1 tháng triệu đồng,Từ 1 đến 3 tháng triệu đồng,Từ 3 đến 12 tháng triệu đồng,Từ 1 đến 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,,,,,,,,
Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quỹ","Tải sản > Tiền mặt, vàng bạc, đá quỹ","Tiền mặt, vàng bạc, đá quỹ",-,-,3.108.249,-,-,-,-,3.108.249,,,3108249.0,,,,,3108249.0
Tiền gửi tại NHNN,Tải sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,17.286.855,-,-,-,-,17.286.855,,,17286855.0,,,,,17286855.0
Tiền gửi tại và cho vay các TCTD khác (*),Tải sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),-,-,42.211.980,6.134.293,1.901.840,-,-,50.248.113,,,42211980.0,6134293.0,1901840.0,,,50248113.0
Chứng khoán kinh doanh,Tải sản > Chứng khoán kinh doanh,Chứng khoán kinh doanh,-,-,1.470.802,-,-,-,-,1.470.802,,,1470802.0,,,,,1470802.0
Các công cu tài chính phải sinh và các tài sản tài chính khác,Tải sản > Các công cu tài chính phải sinh và các tài sản tài chính khác,Các công cu tài chính phải sinh và các tài sản tài chính khác,-,-,47.907,67.537,(129.530),40.352,-,26.266,,,47907.0,67537.0,-129530.0,40352.0,,26266.0
Cho vay khách hàng (*),Tải sản > Cho vay khách hàng (*),Cho vay khách hàng (*),2.598.624,1.592.844,17.907.836,48.746.100,95.052.591,66.620.856,51.481.529,284.000.380,2598624.0,1592844.0,17907836.0,48746100.0,95052591.0,66620856.0,51481529.0,284000380.0
Chứng khoán đầu tư (*),Tải sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),50.000,-,2.366.970,825.902,14.687.510,33.267.079,46.946.482,98.143.943,50000.0,,2366970.0,825902.0,14687510.0,33267079.0,46946482.0,98143943.0
"Góp vốn, đầu tư dài hạn (*)","Tải sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,4.848.505,-,4.848.505,,,,,,4848505.0,,4848505.0
