row_label_raw,row_label_full,col_0,Năm 2020triệu đồng,Năm 2019triệu đồng,numeric__Năm 2020triệu đồng,numeric__Năm 2019triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,29.221.285,27.840.992,29221285.0,27840992.0
Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,569.132,919.584,569132.0,919584.0
Thu nhập lãi cho vay,Thu nhập lãi cho vay,Thu nhập lãi cho vay,20.860.231,20.067.445,20860231.0,20067445.0
Thu lãi từ chứng khoán nợ,Thu lãi từ chứng khoán nợ,Thu lãi từ chứng khoán nợ,5.871.301,5.167.968,5871301.0,5167968.0
Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,1.472.613,1.298.771,1472613.0,1298771.0
Thu khác từ hoạt động tin dụng,Thu khác từ hoạt động tin dụng,Thu khác từ hoạt động tin dụng,448.008,387.224,448008.0,387224.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,(12.591.440),(13.151.460),-12591440.0,-13151460.0
Trả lãi tiền gửi,Trả lãi tiền gửi,Trả lãi tiền gửi,(9.819.181),(10.975.588),-9819181.0,-10975588.0
Trả lãi tiền vay,Trả lãi tiền vay,Trả lãi tiền vay,(252.781),(500.932),-252781.0,-500932.0
Trả lãi phát hành giấy tờ có giá,Trả lãi phát hành giấy tờ có giá,Trả lãi phát hành giấy tờ có giá,(2.083.488),(1.306.921),-2083488.0,-1306921.0
Chi phí hoạt động tin dụng khác,Chi phí hoạt động tin dụng khác,Chi phí hoạt động tin dụng khác,(435.990),(368.019),-435990.0,-368019.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,16.629.845,14.689.532,16629845.0,14689532.0
