row_label_raw,row_label_full,col_0,Năm 2020triệu đồng,Năm 2019triệu đồng,numeric__Năm 2020triệu đồng,numeric__Năm 2019triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",34.346,38.593,34346.0,38593.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,4.184.369,4.557.873,4184369.0,4557873.0
- Chi lương và các khoản đóng góp theo lương,- Chi lương và các khoản đóng góp theo lương,- Chi lương và các khoản đóng góp theo lương,4.056.313,4.401.078,4056313.0,4401078.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,17.645,30.217,17645.0,30217.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,110.411,126.578,110411.0,126578.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.477.210,1.169.336,1477210.0,1169336.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Khấu hao tài sản cố định,Trong đó: > - Khấu hao tài sản cố định,- Khấu hao tài sản cố định,527.004,322.969,527004.0,322969.0
- Chi khác về tài sản,Trong đó: > - Chi khác về tài sản,- Chi khác về tài sản,950.206,846.367,950206.0,846367.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,1.550.528,1.555.290,1550528.0,1555290.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Công tác phí,Trong đó: > - Công tác phí,- Công tác phí,94.827,134.818,94827.0,134818.0
- Chi về các hoạt động đoàn thể của TCTD,Trong đó: > - Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,11.084,8.664,11084.0,8664.0
- Chi khác cho hoạt động quản lý,Trong đó: > - Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,1.444.617,1.411.808,1444617.0,1411808.0
Chi quỹ khoa học công nghệ,Trong đó: > Chi quỹ khoa học công nghệ,Chi quỹ khoa học công nghệ,400.000,-,400000.0,
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",185.965,157.979,185965.0,157979.0
,,,7.832.418,7.479.071,7832418.0,7479071.0
