row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2020 triệu đồng,Năm 2019 triệu đồng,numeric__Thuyết minh,numeric__Năm 2020 triệu đồng,numeric__Năm 2019 triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(638.400),(579.261),,-638400.0,-579261.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,4.696,1.553,,4696.0,1553.0
"Tiền chỉ đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chỉ đầu tư, góp vốn vào các đơn vị khác","Tiền chỉ đầu tư, góp vốn vào các đơn vị khác",,(278.320),(304.339),,-278320.0,-304339.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác, thu bán, thanh lý công ty con, góp vốn liên doanh, các khoản đầu tư dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác, thu bán, thanh lý công ty con, góp vốn liên doanh, các khoản đầu tư dài hạn khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác, thu bán, thanh lý công ty con, góp vốn liên doanh, các khoản đầu tư dài hạn khác",,7.200,600,,7200.0,600.0
"Tiền thu cổ tức và lợi nhuận được chia tử các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia tử các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia tử các khoản đầu tư, góp vốn dài hạn",32,376.027,371.093,32.0,376027.0,371093.0
Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(528.797),(510.354),,-528797.0,-510354.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,
Tăng vốn tử phát hành cố phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tăng vốn tử phát hành cố phiếu,Tăng vốn tử phát hành cố phiếu,,1.719.922,432.090,,1719922.0,432090.0
Cổ tức trả cho cố động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Cổ tức trả cho cố động,Cổ tức trả cho cố động,25.1,-,(1.268.039),251.0,,-1268039.0
Tiền thu do bán cố phiếu quỹ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền thu do bán cố phiếu quỹ,Tiền thu do bán cố phiếu quỹ,,573.062,-,,573062.0,
Tiền chi mua cố phiếu quỹ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền chi mua cố phiếu quỹ,Tiền chi mua cố phiếu quỹ,,-,(1.036.712),,,-1036712.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,,2.292.984,(1.872.661),,2292984.0,-1872661.0
Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,17.630.958,(117.872),,17630958.0,-117872.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,49.301.049,49.418.921,,49301049.0,49418921.0
Tiền và các khoản tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,35,66.932.007,49.301.049,35.0,66932007.0,49301049.0
