row_label_raw,row_label_full,col_0,Năm 2020triệu đồng,Năm 2019triệu đồng,numeric__Năm 2020triệu đồng,numeric__Năm 2019triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,2.270.134,2.040.707,2270134.0,2040707.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,883.998,854.916,883998.0,854916.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,16.499,18.871,16499.0,18871.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,322.000,218.132,322000.0,218132.0
Thu từ dịch vụ đai lý nhận ủy thác,Thu từ dịch vụ đai lý nhận ủy thác,Thu từ dịch vụ đai lý nhận ủy thác,678.786,570.884,678786.0,570884.0
Thu phí khác,Thu phí khác,Thu phí khác,368.851,377.904,368851.0,377904.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(427.392),(339.473),-427392.0,-339473.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(64.147),(82.822),-64147.0,-82822.0
Chi về nghiệp vụ ủy thác và đai lý,Chi về nghiệp vụ ủy thác và đai lý,Chi về nghiệp vụ ủy thác và đai lý,(170),(196),-170.0,-196.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(205),(3),-205.0,-3.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(150.072),(96.018),-150072.0,-96018.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(11.008),(6.767),-11008.0,-6767.0
Chi khác,Chi khác,Chi khác,(201.790),(153.667),-201790.0,-153667.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,1.842.742,1.701.234,1842742.0,1701234.0
