row_label_raw,row_label_full,col_0,Năm 2020triệu đồng,Năm 2019triệu đồng,numeric__Năm 2020triệu đồng,numeric__Năm 2019triệu đồng
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,9.698.400,9.286.125,9698400.0,9286125.0
Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
- Thu nhập từ cổ tức không chịu thuế,Điều chỉnh cho các khoản: > - Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(424.912),(371.093),-424912.0,-371093.0
- Thu nhập thuần của chi nhánh nước ngoài,Điều chỉnh cho các khoản: > - Thu nhập thuần của chi nhánh nước ngoài,- Thu nhập thuần của chi nhánh nước ngoài,(92.288),(48.528),-92288.0,-48528.0
- Chi phí không được khấu trừ khi tính thuế,Điều chỉnh cho các khoản: > - Chi phí không được khấu trừ khi tính thuế,- Chi phí không được khấu trừ khi tính thuế,13.905,23.443,13905.0,23443.0
Thu nhập chịu thuế vớc tinh trong năm tại Việt Nam,Điều chỉnh cho các khoản: > Thu nhập chịu thuế vớc tinh trong năm tại Việt Nam,Thu nhập chịu thuế vớc tinh trong năm tại Việt Nam,9.195.105,8.889.947,9195105.0,8889947.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,,,,
Thuế TNDN của Ngân hàng tại Việt Nam (20%),Chi phí thuế TNDN trong năm > Thuế TNDN của Ngân hàng tại Việt Nam (20%),Thuế TNDN của Ngân hàng tại Việt Nam (20%),1.839.021,1.777.989,1839021.0,1777989.0
Thuế TNDN của các chi nhánh nước ngoài,Chi phí thuế TNDN trong năm > Thuế TNDN của các chi nhánh nước ngoài,Thuế TNDN của các chi nhánh nước ngoài,19.032,11.355,19032.0,11355.0
Tổng chi phí thuế TNDN phát sinh trong năm,Chi phí thuế TNDN trong năm > Tổng chi phí thuế TNDN phát sinh trong năm,Tổng chi phí thuế TNDN phát sinh trong năm,1.858.053,1.789.344,1858053.0,1789344.0
Thuế TNDN phải trả đầu năm,Chi phí thuế TNDN trong năm > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,456.184,289.152,456184.0,289152.0
Thuế TNDN đã trả trong năm,Chi phí thuế TNDN trong năm > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(1.857.117),(1.629.534),-1857117.0,-1629534.0
Điều chỉnh theo kết quả của Thanh tra thuế và chi nhánh nước ngoài,Chi phí thuế TNDN trong năm > Điều chỉnh theo kết quả của Thanh tra thuế và chi nhánh nước ngoài,Điều chỉnh theo kết quả của Thanh tra thuế và chi nhánh nước ngoài,(994),7.138,-994.0,7138.0
Chênh lệch tỷ giả hối đoái tại chi nhánh nước ngoài,Chi phí thuế TNDN trong năm > Chênh lệch tỷ giả hối đoái tại chi nhánh nước ngoài,Chênh lệch tỷ giả hối đoái tại chi nhánh nước ngoài,(215),84,-215.0,84.0
Thuế TNDN phải trả cuối năm,Chi phí thuế TNDN trong năm > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,455.911,456.184,455911.0,456184.0
