row_label_raw,row_label_full,Nhóm nợ,Nhóm nợ_1,Phân loại nợ theo phương pháp định lượng,Phân loại nợ theo phương pháp định tính,Tỷ lệ dự phòng,numeric__Nhóm nợ_1,numeric__Phân loại nợ theo phương pháp định lượng,numeric__Phân loại nợ theo phương pháp định tính,numeric__Tỷ lệ dự phòng
4,4,4,Nợ nghi ngờ,(a) Nợ quả hạn từ 181 ngày đến 360 ngày; hoặc(b) Nợ cơ cấu lại thời hạn trả nợ lần đầu quả hạn dưới 90 ngày theo thời hạn trả nợ được cơ cấu lại lần đầu; hoặc(c) Nợ cơ cấu lại thời hạn trả nợ lần thứ hai; hoặc(d) Khoản nợ quy định tại điểm (d) của nợ Nhóm 3 chưa thu hồi được trong thời gian từ 30 ngày đến 60 ngày kể từ ngày có quyết định thu hồi; hoặc(e) Nợ phải thu hồi theo kết luận thanh tra nhưng quả thời hạn thu hồi theo kết luận thanh tra đến 60 ngày mà vấn chưa thu hồi được.,Các khoản nợ được đánh giá là có khả năng tồn thất cao.,50%,,,,0.5
5,5,5,Nợ có khả năng mất vốn,"(a) Nợ quả hạn trên 360 ngày; hoặc(b) Nợ cơ cấu lại thời hạn trả nợ lần đầu quả hạn từ 90 ngày trở lên theo thời hạn trả nợ được cơ cấu lại lần đầu; hoặc(c) Nợ cơ cấu lại thời hạn trả nợ lần thứ hai và quả hạn theo thời hạn trả nợ được cơ cấu lại lần thứ hai; hoặc(d) Nợ cơ cấu lại thời hạn trả nợ lần thứ ba trở lên, kể cả chưa bị quá hạn hoặc đã quá hạn; hoặc(e) Khoản nợ quy định tại điểm (d) của nợ Nhóm 3 chưa thu hồi được trong thời gian trên 60 ngày kể từ ngày có quyết định thu hồi; hoặc(f) Nợ phải thu hồi theo kết luận thanh tra nhưng quả thời hạn thu hồi theo kết luận thanh tra trên 60 ngày mà vấn chưa thu hồi được; hoặc(g) Nợ của khách hàng là tổ chức tin dụng được NHNN công bố đặt vào tỉnh trạng kiểm soát đặc biệt, hoặc chỉ nhánh ngân hàng nước ngoài bị phong tỏa vốn và tài sản.","Các khoản nợ được đánh giá là không còn khả năng thu hồi, mất vốn.",100%,,,,1.0
