row_label_raw,row_label_full,col_0,31/12/2020triệu đồng,31/12/2019triệu đồng,numeric__31/12/2020triệu đồng,numeric__31/12/2019triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,46.555.805,32.641.295,46555805.0,32641295.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,4.334.679,9.098.023,4334679.0,9098023.0
- Bằng VND,- Bằng VND,- Bằng VND,1.023.265,6.328.994,1023265.0,6328994.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.311.414,2.769.029,3311414.0,2769029.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,42.221.126,23.543.272,42221126.0,23543272.0
- Bằng VND,- Bằng VND,- Bằng VND,37.946.390,19.319.075,37946390.0,19319075.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,4.274.736,4.224.197,4274736.0,4224197.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,3.692.308,8.324.774,3692308.0,8324774.0
Bằng VND,Bằng VND,Bằng VND,1.844.300,5.553.336,1844300.0,5553336.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,1.848.008,2.771.438,1848008.0,2771438.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,-,(196.000),,-196000.0
,,,50.248.113,40.770.069,50248113.0,40770069.0
