row_label_raw,row_label_full,col_0,Quá hạn triệu đồng,Không chịu lãi triệu đồng,Đến 1 tháng triệu đồng,Từ 1 - 3 tháng triệu đồng,Từ 3 - 6 tháng triệu đồng,Từ 6 - 12 tháng triệu đồng,Từ 1 - 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng công triệu đồng,numeric__Quá hạn triệu đồng,numeric__Không chịu lãi triệu đồng,numeric__Đến 1 tháng triệu đồng,numeric__Từ 1 - 3 tháng triệu đồng,numeric__Từ 3 - 6 tháng triệu đồng,numeric__Từ 6 - 12 tháng triệu đồng,numeric__Từ 1 - 5 năm triệu đồng,numeric__Trên 5 năm triệu đồng,numeric__Tổng công triệu đồng
Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,,,,,,,,,
"Tiền mặt, vàng bạc, đã quỳ","Tải sản > Tiền mặt, vàng bạc, đã quỳ","Tiền mặt, vàng bạc, đã quỳ",-,3.108.249,-,-,-,-,-,-,3.108.249,,3108249.0,,,,,,,3108249.0
Tiền gửi tai NHNN,Tải sản > Tiền gửi tai NHNN,Tiền gửi tai NHNN,-,-,17.286.855,-,-,-,-,-,17.286.855,,,17286855.0,,,,,,17286855.0
Tiền gửi tai và cho vay các TCTD khác (*),Tải sản > Tiền gửi tai và cho vay các TCTD khác (*),Tiền gửi tai và cho vay các TCTD khác (*),-,-,42.211.979,6.134.293,1.355.220,546.621,-,-,50.248.113,,,42211979.0,6134293.0,1355220.0,546621.0,,,50248113.0
Chứng khoán kinh doanh,Tải sản > Chứng khoán kinh doanh,Chứng khoán kinh doanh,-,-,1.470.802,-,-,-,-,-,1.470.802,,,1470802.0,,,,,,1470802.0
Các công cu tài chính phải sinh và các tài sản tài chính khác,Tải sản > Các công cu tài chính phải sinh và các tài sản tài chính khác,Các công cu tài chính phải sinh và các tài sản tài chính khác,,,47.907,67.537,(98.356),(31.174),40.352,-,26.266,,,47907.0,67537.0,-98356.0,-31174.0,40352.0,,26266.0
Cho vay khách hàng (*),Tải sản > Cho vay khách hàng (*),Cho vay khách hàng (*),4.191.468,-,80.557.608,130.909.128,28.826.274,23.642.553,14.828.232,1.045.117,284.000.380,4191468.0,,80557608.0,130909128.0,28826274.0,23642553.0,14828232.0,1045117.0,284000380.0
Chứng khoán đầu tư (*),Tải sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),50.000,-,8.836.909,19.738.122,4.824.199,10.953.717,16.681.329,37.059.667,98.143.943,50000.0,,8836909.0,19738122.0,4824199.0,10953717.0,16681329.0,37059667.0,98143943.0
"Góp vốn, đầu tư dài hạn (*)","Tải sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,4.848.505,-,-,-,-,-,-,4.848.505,,4848505.0,,,,,,,4848505.0
Tái sản cố định và bất động sản đầu tư,Tải sản > Tái sản cố định và bất động sản đầu tư,Tái sản cố định và bất động sản đầu tư,-,3.899.606,-,-,-,-,-,-,3.899.606,,3899606.0,,,,,,,3899606.0
Tái sản Có khác (*),Tải sản > Tái sản Có khác (*),Tái sản Có khác (*),-,19.450.890,-,-,-,-,-,-,19.450.890,,19450890.0,,,,,,,19450890.0
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,4.241.468,31.307.250,150.412.060,156.849.080,34.907.337,35.111.717,31.549.913,38.104.784,482.483.609,4241468.0,31307250.0,150412060.0,156849080.0,34907337.0,35111717.0,31549913.0,38104784.0,482483609.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ NHNN,Nợ phải trả > Các khoản nợ NHNN,Các khoản nợ NHNN,-,-,15.383,-,-,-,-,-,15.383,,,15383.0,,,,,,15383.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,21.401.421,13.067.098,7.640.089,1.321.183,54.854,59.943,43.544.588,,,21401421.0,13067098.0,7640089.0,1321183.0,54854.0,59943.0,43544588.0
