row_label_raw,row_label_full,col_0,Số dưđâu nămtriệu đồng,Phát sinh trong năm > Phát sinh tăngtriệu đồng,Phát sinh trong năm > Phát sinh giảmtriệu đồng,Số dưcuối nămtriệu đồng,numeric__Số dưđâu nămtriệu đồng,numeric__Phát sinh trong năm > Phát sinh tăngtriệu đồng,numeric__Phát sinh trong năm > Phát sinh giảmtriệu đồng,numeric__Số dưcuối nămtriệu đồng
Thuế GTGT,Thuế GTGT,Thuế GTGT,23.621,239.510,(227.961),35.170,23621.0,239510.0,-227961.0,35170.0
Thuế TNDN hiện hành,Thuế TNDN hiện hành,Thuế TNDN hiện hành,456.184,1.856.844,(1.857.117),455.911,456184.0,1856844.0,-1857117.0,455911.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,46.625,551.814,(546.904),51.535,46625.0,551814.0,-546904.0,51535.0
,,,526.430,2.648.168,(2.631.982),542.616,526430.0,2648168.0,-2631982.0,542616.0
