row_label_raw,row_label_full,col_0,Năm nay,Từ ngày 01/7/2018đến ngày 31/12/2018,numeric__Năm nay,numeric__Từ ngày 01/7/2018đến ngày 31/12/2018
,,,VND,VND,,
Doanh thu bán điện,Doanh thu bán điện,Doanh thu bán điện,25.059.490.223.587,9.989.470.137.052,25059490223587.0,9989470137052.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,3.245.981.899,-,3245981899.0,
,,,25.062.736.205.486,9.989.470.137.052,25062736205486.0,9989470137052.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên liên quan(được trình bày tại Thuyết minh số 34),Trong đó: > Doanh thu với các bên liên quan(được trình bày tại Thuyết minh số 34),Doanh thu với các bên liên quan(được trình bày tại Thuyết minh số 34),234.017.818.700,108.840.897.585,234017818700.0,108840897585.0
