row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Từ ngày 01/7/2018đến ngày 31/12/2018,numeric__Mã số,numeric__Năm nay,numeric__Từ ngày 01/7/2018đến ngày 31/12/2018
III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
1. Tiền thu từ đi vay,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ đi vay,1. Tiền thu từ đi vay,33,11.915.273.947.016,2.679.989.673.343,33.0,11915273947016.0,2679989673343.0
2. Tiền trả nợ gốc vay,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền trả nợ gốc vay,2. Tiền trả nợ gốc vay,34,(12.508.903.450.373),(7.605.805.569.167),34.0,-12508903450373.0,-7605805569167.0
"3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(633.471.367.387),,36.0,-633471367387.0,
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(1.227.100.870.744),(4.925.815.895.824),40.0,-1227100870744.0,-4925815895824.0
Lưu chuyển tiền thuần trong năm/kỳ (50=20+30+40),III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm/kỳ (50=20+30+40),Lưu chuyển tiền thuần trong năm/kỳ (50=20+30+40),50,1.516.164.729.130,(1.823.796.303.729),50.0,1516164729130.0,-1823796303729.0
Tiền và tương đương tiền đầu năm/kỳ,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm/kỳ,Tiền và tương đương tiền đầu năm/kỳ,60,2.911.160.173.601,4.734.957.039.610,60.0,2911160173601.0,4734957039610.0
Ảnh hưởng của thay đổi tỷ giá hồi đoái quy đổi ngoại tệ,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hồi đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hồi đoái quy đổi ngoại tệ,61,(1.523.202),(562.280),61.0,-1523202.0,-562280.0
Tiền và tương đương tiền cuối năm/kỳ (70=50+60+61),III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm/kỳ (70=50+60+61),Tiền và tương đương tiền cuối năm/kỳ (70=50+60+61),70,4.427.323.379.529,2.911.160.173.601,70.0,4427323379529.0,2911160173601.0
