row_label_raw,row_label_full,Giá trị các khoản phải thu quả hạn thanh toán > Công ty Mua bán Điện- Tập đoàn Điện lực Việt Nam,Số cuối năm > Giá gốc > Giá trị các khoản phải thu quả hạn thanh toán > 1.778.564.346.353,Số cuối năm > Dự phòng > Giá trị các khoản phải thu quả hạn thanh toán > 403.358.636.269,Số cuối năm > VNDGiá trịcó thể thu hồi > Giá trị các khoản phải thu quả hạn thanh toán > 1.375.205.710.084,Số cuối năm > Giá gốc > Giá trị các khoản phải thu quả hạn thanh toán > 10.615.012.421,Số đầu năm > Dự phòng > Giá trị các khoản phải thu quả hạn thanh toán > 5.307.506.211,Số đầu năm > VNDGiá trịcó thể thu hồi > Giá trị các khoản phải thu quả hạn thanh toán > 5.307.506.210,numeric__Số cuối năm > Giá gốc > Giá trị các khoản phải thu quả hạn thanh toán > 1.778.564.346.353,numeric__Số cuối năm > Dự phòng > Giá trị các khoản phải thu quả hạn thanh toán > 403.358.636.269,numeric__Số cuối năm > VNDGiá trịcó thể thu hồi > Giá trị các khoản phải thu quả hạn thanh toán > 1.375.205.710.084,numeric__Số cuối năm > Giá gốc > Giá trị các khoản phải thu quả hạn thanh toán > 10.615.012.421,numeric__Số đầu năm > Dự phòng > Giá trị các khoản phải thu quả hạn thanh toán > 5.307.506.211,numeric__Số đầu năm > VNDGiá trịcó thể thu hồi > Giá trị các khoản phải thu quả hạn thanh toán > 5.307.506.210
Công ty Cổ phần Tư vấn Dự ánDiện lực Dầu khí,Công ty Cổ phần Tư vấn Dự ánDiện lực Dầu khí,Công ty Cổ phần Tư vấn Dự ánDiện lực Dầu khí,8.179.082.781,8.179.082.781,-,8.179.082.781,7.866.427.035,312.655.746,8179082781.0,8179082781.0,,8179082781.0,7866427035.0,312655746.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,2.714.279.949,1.602.944.864,1.111.335.085,1.639.944.864,1.621.444.864,18.500.000,2714279949.0,1602944864.0,1111335085.0,1639944864.0,1621444864.0,18500000.0
,,,1.789.457.709.083,413.140.663.914,1.376.317.045.169,20.434.040.066,14.795.378.110,5.638.661.956,1789457709083.0,413140663914.0,1376317045169.0,20434040066.0,14795378110.0,5638661956.0
