row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(1.117.188.031),,,149.0,,-1117188031.0,
V.,V.,V.,Tài sản ngắn hạn khác,150,,177.683.427.705,149.475.540.510,,150.0,,177683427705.0,149475540510.0
1.,1.,1.,Chỉ phí trả trước ngắn hạn,151,11,24.968.201.119,37.801.617.932,,151.0,11.0,24968201119.0,37801617932.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,152.715.226.586,111.672.922.578,,152.0,,152715226586.0,111672922578.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,17,,1.000.000,,153.0,17.0,,1000000.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,31.014.618.180.933,32.888.858.616.631,,200.0,,31014618180933.0,32888858616631.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,220.303.000,220.303.000,,210.0,,220303000.0,220303000.0
1.,1.,1.,Phải thu dài hạn khác,216,8,220.303.000,220.303.000,,216.0,8.0,220303000.0,220303000.0
II.,II.,II.,Tài sản cố định,220,,24.227.229.107.102,26.077.568.066.717,,220.0,,24227229107102.0,26077568066717.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,24.204.711.260.590,26.063.098.268.247,,221.0,12.0,24204711260590.0,26063098268247.0
,,,- Nguyên giá,222,,47.030.562.089.012,46.962.995.709.751,,222.0,,47030562089012.0,46962995709751.0
,,,- Giá trị hao mòn lũy kế,223,,(22.825.850.828.422),(20.899.897.441.504),,223.0,,-22825850828422.0,-20899897441504.0
2.,2.,2.,Tài sản cố định vô hình,227,13,22.517.846.512,14.469.798.470,,227.0,13.0,22517846512.0,14469798470.0
,,,- Nguyên giá,228,,55.924.990.619,41.963.908.059,,228.0,,55924990619.0,41963908059.0
,,,- Giá trị hao mòn lũy kế,229,,(33.407.144.107),(27.494.109.589),,229.0,,-33407144107.0,-27494109589.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,198.846.385.556,183.335.425.259,,240.0,,198846385556.0,183335425259.0
1.,1.,1.,Chỉ phí xây dựng cơ bản dở dang,242,14,198.846.385.556,183.335.425.259,,242.0,14.0,198846385556.0,183335425259.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,5.867.241.730.534,5.811.294.677.926,,250.0,5.0,5867241730534.0,5811294677926.0
1.,1.,1.,Đầu tư vào công ty con,251,,5.153.127.710.097,5.097.328.910.097,,251.0,,5153127710097.0,5097328910097.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,,335.182.801.000,335.182.801.000,,252.0,,335182801000.0,335182801000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,399.172.256.500,399.172.256.500,,253.0,,399172256500.0,399172256500.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(20.241.037.063),(20.389.289.671),,254.0,,-20241037063.0,-20389289671.0
V.,V.,V.,Tài sản dài hạn khác,260,,721.080.654.741,816.440.143.729,,260.0,,721080654741.0,816440143729.0
1.,1.,1.,Chỉ phí trả trước dài hạn,261,11,110.438.158.296,185.165.610.061,,261.0,11.0,110438158296.0,185165610061.0
2.,2.,2.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,15,610.642.496.445,631.274.533.668,,263.0,15.0,610642496445.0,631274533668.0
TỔNG CÔNG TÀI SẢN (270=100+200),TỔNG CÔNG TÀI SẢN (270=100+200),TỔNG CÔNG TÀI SẢN (270=100+200),TỔNG CÔNG TÀI SẢN (270=100+200),270,,43.999.056.519.907,42.243.318.630.322,,270.0,,43999056519907.0,42243318630322.0
