row_label_raw,row_label_full,1. Lợi nhuận đã thực hiện chưa phân phối năm trước (tại 1/1/2018 và 1/1/2017) > 2. Lỗ chưa thực hiện cuối năm (tại 31/12/2018 và 31/12/2017) > 3. Lợi nhuận đã thực hiện trong năm > 4. Cơ sở lợi nhuận phân phối cho cổ đông hoặc các thành viên góp vốn tính đến cuối năm ((4)=(1)+(2)+(3)),Năm nay VND > 2.235.685.451.553 > (293.198.261.406) > 1.543.064.033.874 > 3.485.551.224.021,Năm trước VND > 1.727.170.255.230 > (146.869.340.452) > 1.147.456.542.194 > 2.727.757.456.972,numeric__Năm nay VND > 2.235.685.451.553 > (293.198.261.406) > 1.543.064.033.874 > 3.485.551.224.021,numeric__Năm trước VND > 1.727.170.255.230 > (146.869.340.452) > 1.147.456.542.194 > 2.727.757.456.972
5. Số trích từ lợi nhuận,5. Số trích từ lợi nhuận,5. Số trích từ lợi nhuận,(223.402.886.455),(149.096.095.870),-223402886455.0,-149096095870.0
- Quỹ dự trữ bổ sung vốn điều lệ,- Quỹ dự trữ bổ sung vốn điều lệ,- Quỹ dự trữ bổ sung vốn điều lệ,(56.644.766.511),(43.851.792.903),-56644766511.0,-43851792903.0
- Quỹ dự phòng tài chính và rủi ro nghiệp vụ,- Quỹ dự phòng tài chính và rủi ro nghiệp vụ,- Quỹ dự phòng tài chính và rủi ro nghiệp vụ,(56.644.766.511),(43.851.792.903),-56644766511.0,-43851792903.0
"- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng","- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng","- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng",(79.302.673.115),(61.392.510.064),-79302673115.0,-61392510064.0
- Các khoản khác làm giảm lợi nhuận chưa phân phối,- Các khoản khác làm giảm lợi nhuận chưa phân phối,- Các khoản khác làm giảm lợi nhuận chưa phân phối,(30.810.680.318),-,-30810680318.0,
6. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCD,6. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCD,6. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCD,(499.170.330.000),(489.845.250.000),-499170330000.0,-489845250000.0
Lợi nhuận tối đa còn có thể phân phối (1),Lợi nhuận tối đa còn có thể phân phối (1),Lợi nhuận tối đa còn có thể phân phối (1),2.762.978.007.566,2.088.816.111.102,2762978007566.0,2088816111102.0
