row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Từ tài sản tài chính FVTPL,Từ tài sản tài chính FVTPL,Từ tài sản tài chính FVTPL,88.429.902.062,46.442.916.976,88429902062.0,46442916976.0
Từ tài sản tài chính HTM,Từ tài sản tài chính HTM,Từ tài sản tài chính HTM,716.061.639.277,450.841.549.874,716061639277.0,450841549874.0
Từ các khoản cho vay và phải thu,Từ các khoản cho vay và phải thu,Từ các khoản cho vay và phải thu,710.869.164.035,519.650.863.341,710869164035.0,519650863341.0
Từ tài sản tài chính AFS,Từ tài sản tài chính AFS,Từ tài sản tài chính AFS,209.534.611.481,259.243.270.357,209534611481.0,259243270357.0
"Cổ tức, trái tức phát sinh từ tài sản tài chính AFS","Cổ tức, trái tức phát sinh từ tài sản tài chính AFS","Cổ tức, trái tức phát sinh từ tài sản tài chính AFS",29.921.747.500,32.949.734.100,29921747500.0,32949734100.0
Chênh lệch đánh giá lại theo giá trị hợp lý tài sản tài chính AFS phần loại lại khi bán và khác,Chênh lệch đánh giá lại theo giá trị hợp lý tài sản tài chính AFS phần loại lại khi bán và khác,Chênh lệch đánh giá lại theo giá trị hợp lý tài sản tài chính AFS phần loại lại khi bán và khác,179.612.863.981,226.293.536.257,179612863981.0,226293536257.0
- OPC,- OPC,- OPC,79.762.779.371,11.673.122,79762779371.0,11673122.0
- TMS,- TMS,- TMS,54.767.077.941,21.002.076.949,54767077941.0,21002076949.0
- VEA,- VEA,- VEA,25.550.400.000,49.435.600.000,25550400000.0,49435600000.0
- SGC,- SGC,- SGC,7.424.884.936,12.773.498,7424884936.0,12773498.0
- VSC,- VSC,- VSC,4.463.974.568,21.138.434.758,4463974568.0,21138434758.0
- SGN,- SGN,- SGN,6.780.080.390,69.636.835.238,6780080390.0,69636835238.0
- Khác,- Khác,- Khác,863.666.775,65.056.142.692,863666775.0,65056142692.0
Tổng cộng,Tổng cộng,Tổng cộng,1.724.895.316.855,1.276.178.600.548,1724895316855.0,1276178600548.0
