row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Tam ứng,Tam ứng,Tam ứng,3.843.488.923,9.001.649.610,3843488923.0,9001649610.0
"Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ",2.959.982.619,53.710.015,2959982619.0,53710015.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,21.364.723.566,10.575.869.709,21364723566.0,10575869709.0
"- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng",1.137.753.651,1.506.651.233,1137753651.0,1506651233.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,20.226.969.915,9.069.218.476,20226969915.0,9069218476.0
"Cảm cổ, ký cược, ký quỹ ngắn hạn","Cảm cổ, ký cược, ký quỹ ngắn hạn","Cảm cổ, ký cược, ký quỹ ngắn hạn",856.602.610,931.717.910,856602610.0,931717910.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,3.458.152.700,114.974.709.156,3458152700.0,114974709156.0
- Giá trị đầu tư nhận hoàn vốn theo tiến độ (1),- Giá trị đầu tư nhận hoàn vốn theo tiến độ (1),- Giá trị đầu tư nhận hoàn vốn theo tiến độ (1),-,111.806.519.156,,111806519156.0
- Tiền gửi kí quỹ phải sinh của CTCK,- Tiền gửi kí quỹ phải sinh của CTCK,- Tiền gửi kí quỹ phải sinh của CTCK,2.446.190.000,2.446.190.000,2446190000.0,2446190000.0
- Khác,- Khác,- Khác,1.011.962.700,722.000.000,1011962700.0,722000000.0
Tổng công,Tổng công,Tổng công,32.482.950.418,135.537.656.400,32482950418.0,135537656400.0
