row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,
Số dư đầu năm,Tài sản thuế thu nhập hoãn lại > Số dư đầu năm,Số dư đầu năm,76.547.370.505,88.099.158.339,76547370505.0,88099158339.0
Thuế TNDN hoãn lại phát sinh do giảm chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại phát sinh do giảm chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,Thuế TNDN hoãn lại phát sinh do giảm chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,(2.960.400.000),(3.597.907.480),-2960400000.0,-3597907480.0
Thuế TNDN hoãn lại do trích lập dự phòng/(hoản nhập) suy giảm giả trị tài sản đảm bảo của khoản đầu tư nhận hoàn vốn theo tiến độ không được khấu trừ thuế trong năm,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại do trích lập dự phòng/(hoản nhập) suy giảm giả trị tài sản đảm bảo của khoản đầu tư nhận hoàn vốn theo tiến độ không được khấu trừ thuế trong năm,Thuế TNDN hoãn lại do trích lập dự phòng/(hoản nhập) suy giảm giả trị tài sản đảm bảo của khoản đầu tư nhận hoàn vốn theo tiến độ không được khấu trừ thuế trong năm,(30.641.602.242),(9.089.814.347),-30641602242.0,-9089814347.0
Thuế TNDN hoãn lại do trích lập dự phòng phải thu tiền bán chứng khoán quả hạn chưa được khấu trừ,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại do trích lập dự phòng phải thu tiền bán chứng khoán quả hạn chưa được khấu trừ,Thuế TNDN hoãn lại do trích lập dự phòng phải thu tiền bán chứng khoán quả hạn chưa được khấu trừ,29.689.741.615,-,29689741615.0,
Thuế TNDN hoãn lại phát sinh do doanh thu tạm thời chịu thuế 2015,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại phát sinh do doanh thu tạm thời chịu thuế 2015,Thuế TNDN hoãn lại phát sinh do doanh thu tạm thời chịu thuế 2015,(25.774.769.047),(1.356.566.792),-25774769047.0,-1356566792.0
Thuế hoãn lại phát sinh do chi phí dự phòng/(hoản nhập) suy giảm giả trị khoản cho vay không được khấu trừ thuế trong năm,Tài sản thuế thu nhập hoãn lại > Thuế hoãn lại phát sinh do chi phí dự phòng/(hoản nhập) suy giảm giả trị khoản cho vay không được khấu trừ thuế trong năm,Thuế hoãn lại phát sinh do chi phí dự phòng/(hoản nhập) suy giảm giả trị khoản cho vay không được khấu trừ thuế trong năm,(278.870.334),(1.596.192.863),-278870334.0,-1596192863.0
Thuế TNDN hoãn lại do doanh thu chưa thực hiện phát sinh khi hợp nhất báo cáo tài chính,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại do doanh thu chưa thực hiện phát sinh khi hợp nhất báo cáo tài chính,Thuế TNDN hoãn lại do doanh thu chưa thực hiện phát sinh khi hợp nhất báo cáo tài chính,3.535.210.077,-,3535210077.0,
Thuế hoãn lại phát sinh do khoản chi phí tạm thời chịu thuế,Tài sản thuế thu nhập hoãn lại > Thuế hoãn lại phát sinh do khoản chi phí tạm thời chịu thuế,Thuế hoãn lại phát sinh do khoản chi phí tạm thời chịu thuế,1.731.440.013,4.088.693.648,1731440013.0,4088693648.0
Số dư cuối năm,Tài sản thuế thu nhập hoãn lại > Số dư cuối năm,Số dư cuối năm,51.848.120.587,76.547.370.505,51848120587.0,76547370505.0
Phải trả thuế TNDN hoãn lại,Phải trả thuế TNDN hoãn lại,Phải trả thuế TNDN hoãn lại,Phải trả thuế TNDN hoãn lại,Phải trả thuế TNDN hoãn lại,,
Số dư đầu năm,Phải trả thuế TNDN hoãn lại > Số dư đầu năm,Số dư đầu năm,191.039.934.153,24.673.711.470,191039934153.0,24673711470.0
Thuế TNDN hoãn lại phát sinh từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,Phải trả thuế TNDN hoãn lại > Thuế TNDN hoãn lại phát sinh từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,Thuế TNDN hoãn lại phát sinh từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,(1.605.103.358),(858.093.879),-1605103358.0,-858093879.0
Thuế TNDN hoãn lại phát sinh từ chênh lệch tăng khi đánh giá lại tài sản tài chính FVTPL và AFS,Phải trả thuế TNDN hoãn lại > Thuế TNDN hoãn lại phát sinh từ chênh lệch tăng khi đánh giá lại tài sản tài chính FVTPL và AFS,Thuế TNDN hoãn lại phát sinh từ chênh lệch tăng khi đánh giá lại tài sản tài chính FVTPL và AFS,(111.061.216.052),167.224.316.562,-111061216052.0,167224316562.0
Số dư cuối năm,Phải trả thuế TNDN hoãn lại > Số dư cuối năm,Số dư cuối năm,78.373.614.743,191.039.934.153,78373614743.0,191039934153.0
