row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Chi phí hoạt động quản lý quỹ,Chi phí hoạt động quản lý quỹ,Chi phí hoạt động quản lý quỹ,9.376.957.172,9.846.347.855,9376957172.0,9846347855.0
Chi phí hoạt động quản lý danh mục,Chi phí hoạt động quản lý danh mục,Chi phí hoạt động quản lý danh mục,1.069.414.297,1.591.704.538,1069414297.0,1591704538.0
Chi phí hoạt động tư vấn đầu tư,Chi phí hoạt động tư vấn đầu tư,Chi phí hoạt động tư vấn đầu tư,13.679.289.181,16.111.085.374,13679289181.0,16111085374.0
Chi phí lãi hợp đồng quản lý tiền gửi,Chi phí lãi hợp đồng quản lý tiền gửi,Chi phí lãi hợp đồng quản lý tiền gửi,52.084.533.013,-,52084533013.0,
Chi phí lãi hợp đồng đặt cọc môi giới chứng khoán,Chi phí lãi hợp đồng đặt cọc môi giới chứng khoán,Chi phí lãi hợp đồng đặt cọc môi giới chứng khoán,14.076.185.961,31.250.733.623,14076185961.0,31250733623.0
Hoàn nhập chi phí dự phòng phải thu khó đòi,Hoàn nhập chi phí dự phòng phải thu khó đòi,Hoàn nhập chi phí dự phòng phải thu khó đòi,(160.568.499),(620.599.691),-160568499.0,-620599691.0
- Hoàn nhập dự phòng phải thu các dịch vụ công ty chứng khoán cung cấp,- Hoàn nhập dự phòng phải thu các dịch vụ công ty chứng khoán cung cấp,- Hoàn nhập dự phòng phải thu các dịch vụ công ty chứng khoán cung cấp,(160.568.499),(620.599.691),-160568499.0,-620599691.0
Chi phí hoạt động cho thuê bất động sản đầu tư,Chi phí hoạt động cho thuê bất động sản đầu tư,Chi phí hoạt động cho thuê bất động sản đầu tư,15.508.354.597,16.335.277.110,15508354597.0,16335277110.0
Chi phí khác,Chi phí khác,Chi phí khác,5.924.602.842,4.562.613.932,5924602842.0,4562613932.0
Tổng cộng,Tổng cộng,Tổng cộng,111.558.768.564,79.077.162.741,111558768564.0,79077162741.0
