row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,308.664.023.273,195.949.196.141,308664023273.0,195949196141.0
Chi phí hoạt động lưu kỳ,Chi phí hoạt động lưu kỳ,Chi phí hoạt động lưu kỳ,22.252.011.562,18.364.941.338,22252011562.0,18364941338.0
Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,354.350.264.575,288.034.494.754,354350264575.0,288034494754.0
"Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN",17.405.674.150,12.677.950.250,17405674150.0,12677950250.0
Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,1.293.981.717,922.255.305,1293981717.0,922255305.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",8.302.585.973,5.678.473.772,8302585973.0,5678473772.0
"Chi phí khấu hao TSCĐ, BDSĐT","Chi phí khấu hao TSCĐ, BDSĐT","Chi phí khấu hao TSCĐ, BDSĐT",22.419.812.539,14.556.393.310,22419812539.0,14556393310.0
Chi phí/(Hoàn nhập) dự phòng,Chi phí/(Hoàn nhập) dự phòng,Chi phí/(Hoàn nhập) dự phòng,(160.568.499),(620.599.691),-160568499.0,-620599691.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,133.243.256.210,87.679.974.942,133243256210.0,87679974942.0
Chi phí về vốn,Chi phí về vốn,Chi phí về vốn,83.203.018.717,42.629.931.820,83203018717.0,42629931820.0
Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,9.944.940.287,11.249.260.866,9944940287.0,11249260866.0
Chi phí khác,Chi phí khác,Chi phí khác,19.284.960.140,16.612.735.072,19284960140.0,16612735072.0
Tổng cộng,Tổng cộng,Tổng cộng,980.203.960.644,693.735.007.879,980203960644.0,693735007879.0
