row_label_raw,row_label_full,CHỈ TIỀU,Thuyết minh,Số dư dầu năm > Ngày 01/01/2017 > VND,Số dư dầu năm > Ngày 01/01/2018 > VND,Số tăng/giảm > Năm trước > Tăng > VND,Số tăng/giảm > Năm trước > Giảm > VND,Số tăng/giảm > Năm nay > Tăng > VND,Số tăng/giảm > Năm nay > Giảm > VND,Số dư cuối năm > Ngày 31/12/2017 > VND,Số dư cuối năm > Ngày 31/12/2018 > VND,numeric__Thuyết minh,numeric__Số dư dầu năm > Ngày 01/01/2017 > VND,numeric__Số dư dầu năm > Ngày 01/01/2018 > VND,numeric__Số tăng/giảm > Năm trước > Tăng > VND,numeric__Số tăng/giảm > Năm trước > Giảm > VND,numeric__Số tăng/giảm > Năm nay > Tăng > VND,numeric__Số tăng/giảm > Năm nay > Giảm > VND,numeric__Số dư cuối năm > Ngày 31/12/2017 > VND,numeric__Số dư cuối năm > Ngày 31/12/2018 > VND
A,A,A,B,1,2,3,4,5,6,7,8,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
IL THU NHẬP TOÀN DIỆN KHẮC1. Lãi(lỗ) từ đánh giá tải các tài sản tài chính AFS,IL THU NHẬP TOÀN DIỆN KHẮC1. Lãi(lỗ) từ đánh giá tải các tài sản tài chính AFS,IL THU NHẬP TOÀN DIỆN KHẮC1. Lãi(lỗ) từ đánh giá tải các tài sản tài chính AFS,,652.792.875.375,637.896.244.067,607.628.548.568,(622.525.179.876),36.935.488.132,(397.030.713.173),637.896.244.067,277.801.019.026,,652792875375.0,637896244067.0,607628548568.0,-622525179876.0,36935488132.0,-397030713173.0,637896244067.0,277801019026.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,"41, 42",652.792.875.375,637.896.244.067,607.628.548.568,(622.525.179.876),36.935.488.132,(397.030.713.173),637.896.244.067,277.801.019.026,,652792875375.0,637896244067.0,607628548568.0,-622525179876.0,36935488132.0,-397030713173.0,637896244067.0,277801019026.0
