row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Giá bán bình quân VND/đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,Lỗ bán chủng khoán năm nay VND,Lỗ bán chủng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Giá bán bình quân VND/đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,numeric__Lỗ bán chủng khoán năm nay VND,numeric__Lỗ bán chủng khoán năm trước VND
II,II,II,LỔ BẢN,LỔ BẢN,LỔ BẢN,LỔ BẢN,LỔ BẢN,LỔ BẢN,LỔ BẢN,,,,,,,
1,II > 1,1,Cổ phiếu niêm yết,15.323.576,,337.410.182.272,386.499.081.587,(49.088.899.315),(86.483.874.398),,15323576.0,,337410182272.0,386499081587.0,-49088899315.0,-86483874398.0
1,II > 1,1,VAF,3.569.288,9.500,33.908.236.000,66.339.779.234,(32.431.543.234),(1.336.452.161),,3569288.0,9500.0,33908236000.0,66339779234.0,-32431543234.0,-1336452161.0
1,II > 1,1,VCG,1.220.464,22.678,27.677.441.654,32.966.091.479,(5.288.649.825),(2.433.885.702),,1220464.0,22678.0,27677441654.0,32966091479.0,-5288649825.0,-2433885702.0
1,II > 1,1,ELC,547.480,14.850,8.130.078.000,12.698.326.650,(4.568.248.650),(1.024.322.117),,547480.0,14850.0,8130078000.0,12698326650.0,-4568248650.0,-1024322117.0
1,II > 1,1,Cổ phiếu niêm yết khác,9.986.344,,267.694.426.618,274.494.884.224,(6.800.457.606),(81.689.214.418),,9986344.0,,267694426618.0,274494884224.0,-6800457606.0,-81689214418.0
2,II > 2,2,Cổ phiếu chưa niêm yết,199.650,,399.300.000,4.650.000.000,(4.250.700.000),(23.392.649.200),,199650.0,,399300000.0,4650000000.0,-4250700000.0,-23392649200.0
3,II > 3,3,Trải phiếu niêm yết,93.900.000,,10.002.341.200.000,10.007.863.127.273,(5.521.927.273),(4.542.357.423),,93900000.0,,10002341200000.0,10007863127273.0,-5521927273.0,-4542357423.0
3,II > 3,3,TP_TD1823088,16.900.000,97.697,1.651.072.700.000,1.655.561.627.273,(4.488.927.273),-,,16900000.0,97697.0,1651072700000.0,1655561627273.0,-4488927273.0,
3,II > 3,3,TP_TD1823087,8.000.000,101.600,812.803.500.000,812.913.500.000,(110.000.000),-,,8000000.0,101600.0,812803500000.0,812913500000.0,-110000000.0,
3,II > 3,3,TP_TD1722377,18.000.000,106.654,1.919.777.500.000,1.919.822.500.000,(45.000.000),-,,18000000.0,106654.0,1919777500000.0,1919822500000.0,-45000000.0,
3,II > 3,3,Trải phiếu niêm yết khác,51.000.000,,5.618.687.500.000,5.619.565.500.000,(878.000.000),(4.542.357.423),,51000000.0,,5618687500000.0,5619565500000.0,-878000000.0,-4542357423.0
4,II > 4,4,Trải phiếu chưa niêm yết,18.481,,2.739.205.500.000,2.786.065.374.349,(46.859.874.349),(42.783.545.467),,18481.0,,2739205500000.0,2786065374349.0,-46859874349.0,-42783545467.0
5,II > 5,5,Lỗ vị thế của hợp đồng CKPS,,,,,(4.918.531.000),(551.920.000),,,,,,-4918531000.0,-551920000.0
,,,Tổng cộng,109.441.707,,13.079.356.182.272,13.185.077.583.209,(110.639.931.937),(157.754.346.488),,109441707.0,,13079356182272.0,13185077583209.0,-110639931937.0,-157754346488.0
