row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
1. Các khoản phải thu bán các tài sản tài chínhTrong đó các khoản phải thu về bản các tài sản tài chính không có khả năng thu hồi (1),1. Các khoản phải thu bán các tài sản tài chínhTrong đó các khoản phải thu về bản các tài sản tài chính không có khả năng thu hồi (1),1. Các khoản phải thu bán các tài sản tài chínhTrong đó các khoản phải thu về bản các tài sản tài chính không có khả năng thu hồi (1),300.141.137.920,26.678.453.070,300141137920.0,26678453070.0
1. Các khoản phải thu bán các tài sản tài chínhTrong đó các khoản phải thu về bản các tài sản tài chính không có khả năng thu hồi (1),1. Các khoản phải thu bán các tài sản tài chínhTrong đó các khoản phải thu về bản các tài sản tài chính không có khả năng thu hồi (1),1. Các khoản phải thu bán các tài sản tài chínhTrong đó các khoản phải thu về bản các tài sản tài chính không có khả năng thu hồi (1),299.429.263.720,2.531.847.570,299429263720.0,2531847570.0
"2. Các khoản phải thu và dự thu cổ tức, tiền lãi các tài sản tài chínhTrong đó các khoản phải thu và dự thu khóđời về cổ tức, tiền lãi các tài sản tài chính","2. Các khoản phải thu và dự thu cổ tức, tiền lãi các tài sản tài chínhTrong đó các khoản phải thu và dự thu khóđời về cổ tức, tiền lãi các tài sản tài chính","2. Các khoản phải thu và dự thu cổ tức, tiền lãi các tài sản tài chínhTrong đó các khoản phải thu và dự thu khóđời về cổ tức, tiền lãi các tài sản tài chính",1.571.232.877,1.163.550.000,1571232877.0,1163550000.0
3. Trả trước cho người bán,3. Trả trước cho người bán,3. Trả trước cho người bán,31.348.740.192,18.082.112.403,31348740192.0,18082112403.0
4. Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụ CTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụ CTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụ CTCK cung cấp,31.161.533.678,55.404.562.922,31161533678.0,55404562922.0
4. Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụ CTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụ CTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụ CTCK cung cấp,12.087.959.417,12.248.527.916,12087959417.0,12248527916.0
5. Phải thu khácTrong đó phải thu khác khó đòi,5. Phải thu khácTrong đó phải thu khác khó đòi,5. Phải thu khácTrong đó phải thu khác khó đòi,4.513.763.962,71.271.331.370,4513763962.0,71271331370.0
5. Phải thu khácTrong đó phải thu khác khó đòi,5. Phải thu khácTrong đó phải thu khác khó đòi,5. Phải thu khácTrong đó phải thu khác khó đòi,521.517.477,521.517.477,521517477.0,521517477.0
6. Dự phòng phải thu khó đòi,6. Dự phòng phải thu khó đòi,6. Dự phòng phải thu khó đòi,(312.038.740.614),(15.301.892.963),-312038740614.0,-15301892963.0
Tổng cộng,Tổng cộng,Tổng cộng,56.697.668.015,157.298.116.802,56697668015.0,157298116802.0
