row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
,,,A. TÀI SẢN CỦA CÔNG TY CHỮNG KHOÁN (CTCK) VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,,,,,,,
005,005,005,Ngoại tê các loạiUSDEURGBP,30.1,"6.556.662,3384.345,4137.151,64","5.163.658,2184.352,3638.197,09",,301.0,,
006,006,006,Cổ phiếu đang lưu hành (số lượng),29.4,509.170.307,499.849.370,,294.0,509170307.0,499849370.0
007,007,007,Cổ phiếu quỹ (số lượng),29.4,893.377,214.314,,294.0,893377.0,214314.0
008,008,008,Tài sản tài chính niêm yết/đăng ký giao dịch tai Trung tâm Lưu ký Chứng khoán của CTCK (VND),30.2,872.947.970.000,892.517.220.000,,302.0,872947970000.0,892517220000.0
009,009,009,Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch của CTCK (VND),30.3,10.482.230.000,10.485.780.000,,303.0,10482230000.0,10485780000.0
010,010,010,Tài sản tài chính chờ về của CTCK (VND),30.4,10.135.100.000,5.520.000,,304.0,10135100000.0,5520000.0
012,012,012,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),30.5,913.425.310.000,380.192.020.000,,305.0,913425310000.0,380192020000.0
013,013,013,Tài sản tài chính được hưởng quyền của CTCK (VND),,39.095.130.000,660.000,,,39095130000.0,660000.0
,,,B. TÀI SẢN VÀ CÁC KHOÀN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỐI KHÁCH HÀNG,,,,,,,
021,021,021,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư (VND),30.6,42.493.662.500.000,33.276.995.380.000,,306.0,42493662500000.0,33276995380000.0
021.1,021.1,021.1,Tài sản tài chính giao dịch tự do chuyển nhượng,,34.656.128.250.000,27.586.903.680.000,,,34656128250000.0,27586903680000.0
021.2,021.2,021.2,Tài sản tài chính hạn chế chuyển nhượng,,548.270.620.000,572.565.500.000,,,548270620000.0,572565500000.0
021.3,021.3,021.3,Tài sản tài chính giao dịch cấm cố,,6.641.685.800.000,4.435.948.560.000,,,6641685800000.0,4435948560000.0
021.4,021.4,021.4,"Tài sản tài chính phong tối, tạm giữ",,305.694.280.000,30.525.850.000,,,305694280000.0,30525850000.0
021.5,021.5,021.5,Tài sản tài chính chờ thanh toán,,341.883.550.000,651.051.790.000,,,341883550000.0,651051790000.0
