row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,1.623.213.463.955,1.405.021.409.033,1623213463955.0,1405021409033.0
Tổng các khoản điều chỉnh lợi nhuận theo kế toán,Tổng các khoản điều chỉnh lợi nhuận theo kế toán,Tổng các khoản điều chỉnh lợi nhuận theo kế toán,(68.767.656.448),(373.135.522.238),-68767656448.0,-373135522238.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,844.358.383.189,554.626.869.263,844358383189.0,554626869263.0
- Dự phòng giảm giá chứng khoán không niêm yết cuối năm,- Dự phòng giảm giá chứng khoán không niêm yết cuối năm,- Dự phòng giảm giá chứng khoán không niêm yết cuối năm,5.048.000.000,19.850.000.000,5048000000.0,19850000000.0
- Dự phòng phải thu tiên bán chứng khoán quá hạn chưa được khấu trừ,- Dự phòng phải thu tiên bán chứng khoán quá hạn chưa được khấu trừ,- Dự phòng phải thu tiên bán chứng khoán quá hạn chưa được khấu trừ,148.448.708.075,-,148448708075.0,
- Dự phòng giá trị đầu tư nhận hoàn vốn cuối năm,- Dự phòng giá trị đầu tư nhận hoàn vốn cuối năm,- Dự phòng giá trị đầu tư nhận hoàn vốn cuối năm,-,153.208.011.211,,153208011211.0
- Hoản nhập dự phòng chứng khoán trong năm cho mục đích tính thuế,- Hoản nhập dự phòng chứng khoán trong năm cho mục đích tính thuế,- Hoản nhập dự phòng chứng khoán trong năm cho mục đích tính thuế,-,314.255.226,,314255226.0
- Chênh lệch giảm đánh giá lại TSTC FVTPL,- Chênh lệch giảm đánh giá lại TSTC FVTPL,- Chênh lệch giảm đánh giá lại TSTC FVTPL,510.162.874.917,328.000.178.020,510162874917.0,328000178020.0
- Dự phòng các khoản cho vay cuối năm,- Dự phòng các khoản cho vay cuối năm,- Dự phòng các khoản cho vay cuối năm,30.675.918.324,32.070.269.995,30675918324.0,32070269995.0
- Chênh lệch từ thanh lý cổ phiếu công ty liên kết trên BCTC hợp nhất so với BCTC riêng,- Chênh lệch từ thanh lý cổ phiếu công ty liên kết trên BCTC hợp nhất so với BCTC riêng,- Chênh lệch từ thanh lý cổ phiếu công ty liên kết trên BCTC hợp nhất so với BCTC riêng,98.657.309.322,-,98657309322.0,
- Doanh thu chưa thực hiện phát sinh do hợp nhất BCTC,- Doanh thu chưa thực hiện phát sinh do hợp nhất BCTC,- Doanh thu chưa thực hiện phát sinh do hợp nhất BCTC,17.676.050.390,-,17676050390.0,
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,3.957.681.058,740.686.573,3957681058.0,740686573.0
