row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay VND,Năm trước VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
,,,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế TNDN,,1.623.213.463.955,1.405.021.409.033,,,1623213463955.0,1405021409033.0
02,02,02,Điều chỉnh cho các khoản:,,(988.899.808.584),(730.566.500.836),,,-988899808584.0,-730566500836.0
03,03,03,Khẩu hao TSCĐ,,30.828.467.858,20.947.213.144,,,30828467858.0,20947213144.0
04,04,04,Các khoản dự phòng,,32.917.256.564,(620.599.691),,,32917256564.0,-620599691.0
05,05,05,(Lãi)/lỗ chênh lệch tỷ giả hối đoái chưa thực hiện,,(421.456.231),173.396.382,,,-421456231.0,173396382.0
06,06,06,Chi phí lãi vay,,536.868.896.600,343.901.229.535,,,536868896600.0,343901229535.0
07,07,07,"Lãi từ hoạt động đầu tư (đầu tư vào công ty con, liên kết và HTM dài hạn)",,(763.332.907.195),(495.229.118.735),,,-763332907195.0,-495229118735.0
08,08,08,Dự thu tiền lãi,,(829.220.813.597),(599.043.514.417),,,-829220813597.0,-599043514417.0
09,09,09,Các khoản điều chỉnh khác,,3.460.747.417,(695.107.054),,,3460747417.0,-695107054.0
10,10,10,Tăng các chi phí phi tiền tệ,,517.731.974.584,324.108.886.222,,,517731974584.0,324108886222.0
11,11,11,Lỗ đánh giá lại giả trị các tài sản tài chính FVTPL,,510.162.874.917,328.000.178.020,,,510162874917.0,328000178020.0
13,13,13,Lỗ/(Hoàn nhập) suy giảm giả trị các khoản cho vay,,6.594.554.707,(5.359.427.433),,,6594554707.0,-5359427433.0
14,14,14,Lỗ về ghi nhận chênh lệch đánh giá theo giả trị hợp lý tài sản tài chính AFS khi phân loại lại,,974.544.960,1.468.135.635,,,974544960.0,1468135635.0
18,18,18,Giảm các doanh thu phi tiền tệ,,(428.680.923.541),(589.814.228.061),,,-428680923541.0,-589814228061.0
19,19,19,Lãi đánh giá lại giả trị các tài sản tài chính FVTPL,,(249.068.059.560),(363.520.691.804),,,-249068059560.0,-363520691804.0
20,20,20,Lãi về ghi nhận chênh lệch đánh giá theo giả trị hợp lý tài sản tài chính AFS khi phân loại lại,,(179.612.863.981),(226.293.536.257),,,-179612863981.0,-226293536257.0
30,30,30,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,723.364.706.414,408.749.566.358,,,723364706414.0,408749566358.0
31,31,31,(Tăng)/giảm tài sản tài chính FVTPL,,(346.083.790.863),379.032.638.757,,,-346083790863.0,379032638757.0
32,32,32,Tăng các khoản đầu tư HTM,,(4.083.037.234.365),(491.170.678.200),,,-4083037234365.0,-491170678200.0
33,33,33,Tăng các khoản cho vay,,(202.578.855.841),(1.984.894.287.302),,,-202578855841.0,-1984894287302.0
34,34,34,(Tăng)/giảm tài sản tài chính AFS,,(445.708.310.733),226.707.855.613,,,-445708310733.0,226707855613.0
35,35,35,Giảm phải thu bản các tài sản tài chính,,15.429.702.300,26.807.894.500,,,15429702300.0,26807894500.0
37,37,37,Giảm/(tăng) phải thu dịch vụ CTCK cung cấp,,24.323.340.163,(19.296.504.894),,,24323340163.0,-19296504894.0
39,39,39,Giảm/(tăng) các khoản phải thu khác,,20.336.239.684,(26.310.583.847),,,20336239684.0,-26310583847.0
40,40,40,Giảm/(tăng) các tài sản khác,,80.690.619.476,(49.085.053.601),,,80690619476.0,-49085053601.0
41,41,41,(Giảm)/tăng chi phí phải trả (không bao gồm chi phí lãi vay),,(13.942.799.723),8.403.545.245,,,-13942799723.0,8403545245.0
42,42,42,Tăng chi phí trả trước,,(15.524.532.352),(12.588.940.046),,,-15524532352.0,-12588940046.0
43,43,43,Thuế TNDN đã nộp,,(363.396.519.872),(194.330.165.299),,,-363396519872.0,-194330165299.0
44,44,44,Lãi vay đã trả,,(469.660.001.949),(321.966.912.179),,,-469660001949.0,-321966912179.0
46,46,46,Tăng/(giảm) phải trả cho người bản,,1.701.043.929,(3.610.395.170),,,1701043929.0,-3610395170.0
47,47,47,Tăng/(giảm) các khoản trích nộp phúc lợi nhân viên,,52.320.600,(159.934.200),,,52320600.0,-159934200.0
48,48,48,(Giảm)/tăng thuế và các khoản phải nộp Nhà nước,,(18.161.381.502),25.027.050.340,,,-18161381502.0,25027050340.0
49,49,49,Giảm phải trả người lao động,,3.690.731.953,34.395.805.093,,,3690731953.0,34395805093.0
51,51,51,"Tăng/(giảm) phải trả, phải nộp khác",,1.373.712.132.778,(151.380.652.608),,,1373712132778.0,-151380652608.0
52,52,52,Tiền thu khác từ hoạt động kinh doanh - Tiến lãi đã thu,,829.878.907.015,598.129.706.117,,,829878907015.0,598129706117.0
52,52,52,Tiền thu khác từ hoạt động kinh doanh - Tiến lãi đã thu,,829.611.523.015,598.012.964.417,,,829611523015.0,598012964417.0
52,52,52,Tiền thu khác từ hoạt động kinh doanh - Tiến lãi đã thu,,267.384.000,116.741.700,,,267384000.0,116741700.0
53,53,53,Tiền chi khác cho hoạt động kinh doanh,,(53.255.868.974),(28.447.874.665),,,-53255868974.0,-28447874665.0
60,60,60,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(2.938.169.551.862),(1.575.987.919.988),,,-2938169551862.0,-1575987919988.0
