row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,C. NỘ PHẢI TRẢ,,14.669.962.197.728,10.148.125.475.946,,,14669962197728.0,10148125475946.0
310,310,310,I. Nợ phải trả ngắn hạn,,13.469.410.255.114,9.354.274.432.825,,,13469410255114.0,9354274432825.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,20,11.193.158.753.866,8.503.887.663.684,,20.0,11193158753866.0,8503887663684.0
312,312,312,1.1. Vay ngắn hạn,,11.193.158.753.866,8.503.887.663.684,,,11193158753866.0,8503887663684.0
316,316,316,2. Trái phiếu phát hành ngắn hạn,21,255.000.000.000,199.871.666.661,,21.0,255000000000.0,199871666661.0
318,318,318,3. Phải trả hoạt động giao dịch chứng khoán,23,20.890.746.200,-,,23.0,20890746200.0,
320,320,320,4. Phải trả người bán ngắn hạn,24,9.871.570.085,7.858.964.987,,24.0,9871570085.0,7858964987.0
321,321,321,5. Người mua trả tiền trước ngắn hạn,,56.096.109.184,5.119.599.349,,,56096109184.0,5119599349.0
322,322,322,6. Thuế và các khoản phải nộp Nhà nước,25,69.950.280.972,131.662.750.256,,25.0,69950280972.0,131662750256.0
323,323,323,7. Phải trả người lao động,,42.813.281.214,39.122.549.261,,,42813281214.0,39122549261.0
324,324,324,8. Các khoản trích nộp phúc lợi nhân viên,,60.982.952,8.662.352,,,60982952.0,8662352.0
325,325,325,9. Chi phí phải trả ngắn hạn,26,113.892.022.048,93.014.814.252,,26.0,113892022048.0,93014814252.0
328,328,328,"10. Nhận kỹ quỹ, ký cược ngắn hạn",,1.255.230.000,-,,,1255230000.0,
329,329,329,"11. Các khoản phải trả, phải nộp ngắn hạn khác",27,1.490.328.981.368,188.798.899.963,,27.0,1490328981368.0,188798899963.0
331,331,331,"12. Quỹ khen thưởng, phúc lợi",,216.092.297.225,184.928.862.060,,,216092297225.0,184928862060.0
340,340,340,II. Nợ phải trả dài hạn,,1.200.551.942.614,793.851.043.121,,,1200551942614.0,793851043121.0
345,345,345,1. Trái phiếu chuyển đổi dài hạn – cấu phần nợ,22,1.068.320.391.534,-,,22.0,1068320391534.0,
346,346,346,2. Trái phiếu phát hành dài hạn,21,-,569.300.000.000,,21.0,,569300000000.0
348,348,348,3. Người mua trả tiền trước dài hạn,,2.415.081.980,-,,,2415081980.0,
351,351,351,4. Doanh thu chưa thực hiện dài hạn,28,51.187.159.357,33.511.108.968,,28.0,51187159357.0,33511108968.0
352,352,352,"5. Nhận ký quỹ, ký cược dài hạn",,255.695.000,-,,,255695000.0,
356,356,356,6. Thuế Thu nhập Doanh nghiệp hoãn lại phải trả,17,78.373.614.743,191.039.934.153,,17.0,78373614743.0,191039934153.0
400,400,400,D. VỐN CHỦ SỞ HỮU,29,9.155.664.527.633,8.616.249.695.902,,29.0,9155664527633.0,8616249695902.0
410,410,410,I. Vốn chủ sở hữu,,9.155.664.527.633,8.616.249.695.902,,,9155664527633.0,8616249695902.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,5.235.152.952.935,5.027.878.981.200,,,5235152952935.0,5027878981200.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,5.100.636.840.000,5.000.636.840.000,,,5100636840000.0,5000636840000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,5.100.636.840.000,5.000.636.840.000,,,5100636840000.0,5000636840000.0
411.2,411.2,411.2,1.2. Thắng dư vốn cổ phần,,29.470.756.034,29.482.756.034,,,29470756034.0,29482756034.0
411.3,411.3,411.3,1.3. Quyền chọn chuyển đổi trái phiếu – cấu phần vốn,,113.779.095.785,-,,,113779095785.0,
411.5,411.5,411.5,1.4. Cổ phiếu quỹ,,(8.733.738.884),(2.240.614.834),,,-8733738884.0,-2240614834.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,41,277.801.019.026,637.896.244.067,,41.0,277801019026.0,637896244067.0
413,413,413,3. Chênh lệch tỷ giả hối đoái,,41.038.039.125,33.179.513.213,,,41038039125.0,33179513213.0
414,414,414,4. Quỹ dự trữ bổ sung vốn điều lệ,,412.057.165.307,355.412.398.796,,,412057165307.0,355412398796.0
415,415,415,5. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,327.549.570.623,270.904.804.112,,,327549570623.0,270904804112.0
417,417,417,6. Lợi nhuận chưa phân phối,29.1,2.795.105.924.402,2.212.624.960.292,,291.0,2795105924402.0,2212624960292.0
417.1,417.1,417.1,6.1 Lợi nhuận đã thực hiện,,3.056.176.268.973,2.235.685.451.553,,,3056176268973.0,2235685451553.0
417.2,417.2,417.2,6.2 Lợi nhuận chưa thực hiện,,(261.070.344.571),(23.060.491.261),,,-261070344571.0,-23060491261.0
418,418,418,7. Lợi ích cổ đông không kiểm soát,,66.959.856.215,78.352.794.222,,,66959856215.0,78352794222.0
440,440,440,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,23.825.626.725.361,18.764.375.171.848,,,23825626725361.0,18764375171848.0
