row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay VND,Năm trước VND,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
,,,III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giả hối đoái đã và chưa thực hiện,,3.303.149.879,498.596.335,,,3303149879.0,498596335.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cổ định",,23.823.241.348,39.095.125.630,,,23823241348.0,39095125630.0
43,43,43,"3. Lãi bản, thanh lý các khoản đầu tư vào công ty con, công ty liên kết",,164.457.327.326,-,,,164457327326.0,
44,44,44,4. Doanh thu khác về đầu tư,,74.240.555.353,105.518.563.847,,,74240555353.0,105518563847.0
50,50,50,Cộng doanh thu hoạt động tài chính,36,265.824.273.906,145.112.285.812,,36.0,265824273906.0,145112285812.0
,,,IV. CHI PHÍ TÀI CHÍNH,,,,,,,
51,51,51,1. Chênh lệch lỗ tỷ giả hối đoái đã và chưa thực hiện,,4.697.732.904,1.868.541.862,,,4697732904.0,1868541862.0
52,52,52,2. Chi phí lãi vay,,536.540.563.261,343.581.229.539,,,536540563261.0,343581229539.0
55,55,55,3. Chi phí tài chính khác,,5.680.695.698,-,,,5680695698.0,
60,60,60,Cộng chi phí tài chính,37,546.918.991.863,345.449.771.401,,37.0,546918991863.0,345449771401.0
62,62,62,VI. CHI PHÍ QUẢN LÝ,38,173.683.645.242,168.028.766.259,,38.0,173683645242.0,168028766259.0
70,70,70,VII. KẾT QUẢ HOẠT ĐỘNG,,1.567.029.926.018,1.392.314.526.117,,,1567029926018.0,1392314526117.0
,,,VIII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,71,71,Thu nhập khác,,58.417.373.996,13.087.665.727,,,58417373996.0,13087665727.0
72,72,72,Chi phí khác,,2.233.836.059,380.782.811,,,2233836059.0,380782811.0
80,80,80,Cộng kết quả hoạt động khác,39,56.183.537.937,12.706.882.916,,39.0,56183537937.0,12706882916.0
90,90,90,IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,1.623.213.463.955,1.405.021.409.033,,,1623213463955.0,1405021409033.0
91,91,91,Lợi nhuận đã thực hiện,,1.883.886.823.081,1.369.674.291.631,,,1883886823081.0,1369674291631.0
92,92,92,Lợi nhuận chưa thực hiện,,(260.673.359.126),35.347.117.402,,,-260673359126.0,35347117402.0
100,100,100,X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),40,320.276.221.397,243.916.813.210,,40.0,320276221397.0,243916813210.0
100.1,100.1,100.1,Chi phí thuế TNDN hiện hành,40.1,319.845.580.653,227.147.912.674,,401.0,319845580653.0,227147912674.0
100.2,100.2,100.2,(Thu nhập)/chi phí thuế TNDN hoãn lại,40.2,430.640.744,16.768.900.536,,402.0,430640744.0,16768900536.0
200,200,200,XI. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,1.302.937.242.558,1.161.104.595.823,,,1302937242558.0,1161104595823.0
201,201,201,1. Lợi nhuận sau thuế phân bổ cho chủ sở hữu,,1.304.930.180.565,1.161.852.985.813,,,1304930180565.0,1161852985813.0
202,202,202,2. Lợi nhuận sau thuế trích các Quỹ,,91.345.112.639,79.628.651.193,,,91345112639.0,79628651193.0
203,203,203,3. Lợi nhuận thuần phân bổ cho lợi ích của cổ đông không kiểm soát,,(1.992.938.007),(748.389.990),,,-1992938007.0,-748389990.0
