row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: triệu VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: triệu VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: triệu VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,57.785.917,45.035.056,57785917.0,45035056.0
- Một đối tác doanh nghiệp (*),- Một đối tác doanh nghiệp (*),- Một đối tác doanh nghiệp (*),13.007.219,8.233.881,13007219.0,8233881.0
- Phải trả bên liên quan (Thuyết minh số 37.2),- Phải trả bên liên quan (Thuyết minh số 37.2),- Phải trả bên liên quan (Thuyết minh số 37.2),874.602,561.366,874602.0,561366.0
- Phải trả các nhà cung cấp khác,- Phải trả các nhà cung cấp khác,- Phải trả các nhà cung cấp khác,43.904.096,36.239.809,43904096.0,36239809.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,57.785.917,45.035.056,57785917.0,45035056.0
