row_label_raw,row_label_full,Số đầu năm,Năm nay > 113.358.029,Năm trước > 93.511.565,numeric__Năm nay > 113.358.029,numeric__Năm trước > 93.511.565
Tăng do mua công ty con,Tăng do mua công ty con,Tăng do mua công ty con,2.714.306,2.189.462,2714306.0,2189462.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,81.016.848,58.355.865,81016848.0,58355865.0
Chuyển sang tài sản cố định hữu hình(Thuyết minh số 14),Chuyển sang tài sản cố định hữu hình(Thuyết minh số 14),Chuyển sang tài sản cố định hữu hình(Thuyết minh số 14),(30.557.674),(19.266.360),-30557674.0,-19266360.0
Chuyển sang tài sản cố định vô hình(Thuyết minh số 15),Chuyển sang tài sản cố định vô hình(Thuyết minh số 15),Chuyển sang tài sản cố định vô hình(Thuyết minh số 15),(8.118.988),(12.550.815),-8118988.0,-12550815.0
Chuyển sang bất động sản đầu tư(Thuyết minh số 16),Chuyển sang bất động sản đầu tư(Thuyết minh số 16),Chuyển sang bất động sản đầu tư(Thuyết minh số 16),(8.004.639),(4.673.299),-8004639.0,-4673299.0
Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,(11.846.815),(1.303.321),-11846815.0,-1303321.0
Giảm do chuyển nhượng công ty con,Giảm do chuyển nhượng công ty con,Giảm do chuyển nhượng công ty con,(8.947),(1.029.420),-8947.0,-1029420.0
Khác,Khác,Khác,(6.777.139),(1.875.648),-6777139.0,-1875648.0
Số cuối năm,Số cuối năm,Số cuối năm,131.774.981,113.358.029,131774981.0,113358029.0
