row_label_raw,row_label_full,col_0,Chức danh,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Chức danh,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Ông Nguyễn Thế Anh,Ông Nguyễn Thế Anh,Ông Nguyễn Thế Anh,Trường ban,4.036,2.201,,4036.0,2201.0
Các thành viên Ban kiểm soát khác,Các thành viên Ban kiểm soát khác,Các thành viên Ban kiểm soát khác,,844,662,,844.0,662.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,4.880,2.863,,4880.0,2863.0
