row_label_raw,row_label_full,Dự án,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Dự án Khu đô thị Đại học Quốc tế,Dự án Khu đô thị Đại học Quốc tế,Dự án Khu đô thị Đại học Quốc tế,20.004.316,19.280.591,20004316.0,19280591.0
Các dự án đầu tư xây dựng và phát triển sản phẩm liên quan tới xe điện,Các dự án đầu tư xây dựng và phát triển sản phẩm liên quan tới xe điện,Các dự án đầu tư xây dựng và phát triển sản phẩm liên quan tới xe điện,19.002.058,14.788.097,19002058.0,14788097.0
Dự án Vinhomes City Royal,Dự án Vinhomes City Royal,Dự án Vinhomes City Royal,15.369.349,9.311.901,15369349.0,9311901.0
