row_label_raw,row_label_full,col_0,col_1,Số cuối năm,Số đầu năm,numeric__col_1,numeric__Số cuối năm,numeric__Số đầu năm
Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,,,
-,Ngoại tệ các loại: > -,-,Rupiah Indonesia,212.572.498.698,49.004.554.794,,212572498698.0,49004554794.0
-,Ngoại tệ các loại: > -,-,Rupee float Độ,4.052.045.541,457.313.029,,4052045541.0,457313029.0
-,Ngoại tệ các loại: > -,-,Đô la Mỹ,147.458.258,23.397.415,,147458258.0,23397415.0
-,Ngoại tệ các loại: > -,-,Peso Philippine,65.741.148,25.435.802,,65741148.0,25435802.0
-,Ngoại tệ các loại: > -,-,Euro,12.590.952,1.808.512,,12590952.0,1808512.0
-,Ngoại tệ các loại: > -,-,Đô la Canada,7.498.575,3.122.940,,7498575.0,3122940.0
-,Ngoại tệ các loại: > -,-,Won Hàn Quốc,2.580.000,1.530.000,,2580000.0,1530000.0
-,Ngoại tệ các loại: > -,-,Đô la Singapore,1.757.967,189.132,,1757967.0,189132.0
-,Ngoại tệ các loại: > -,-,Baht Thái,1.399.239,5.845.794,,1399239.0,5845794.0
-,Ngoại tệ các loại: > -,-,Dirham UAE,1.170.418,495.940,,1170418.0,495940.0
-,Ngoại tệ các loại: > -,-,Đô la Úc,664.940,324.202,,664940.0,324202.0
-,Ngoại tệ các loại: > -,-,Yên Nhật,238.000,83.000,,238000.0,83000.0
-,Ngoại tệ các loại: > -,-,Băng Anh,44.351,-,,44351.0,
-,Ngoại tệ các loại: > -,-,Rúp Nga,15.253,8.292,,15253.0,8292.0
-,Ngoại tệ các loại: > -,-,Tenge Kazakhstani,-,12.220,,,12220.0
-,Ngoại tệ các loại: > -,-,Hryvnia Ukraina,-,15.048,,,15048.0
