row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Đơn vị tính: triệu VND > Số đầu năm,Đơn vị tính: triệu VND > Số đầu năm_1,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số đầu năm_1
Bất động sản để bán đã hoàn thành,Bất động sản để bán đã hoàn thành,Bất động sản để bán đã hoàn thành,10.937.155,(24.769),11.413.938,(63.427),10937155.0,-24769.0,11413938.0,-63427.0
Bất động sản để bán đang xây dựng,Bất động sản để bán đang xây dựng,Bất động sản để bán đang xây dựng,149.204.656,-,72.896.791,-,149204656.0,,72896791.0,
Chi phí sản xuất kinh doanh dở dang của các hợp đồng xây dựng,Chi phí sản xuất kinh doanh dở dang của các hợp đồng xây dựng,Chi phí sản xuất kinh doanh dở dang của các hợp đồng xây dựng,4.861.188,-,1.781.541,-,4861188.0,,1781541.0,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,22.424.221,(6.797.096),18.753.857,(6.473.631),22424221.0,-6797096.0,18753857.0,-6473631.0
Thành phẩm hàng tồn kho hoạt động sản xuất,Thành phẩm hàng tồn kho hoạt động sản xuất,Thành phẩm hàng tồn kho hoạt động sản xuất,16.313.494,(3.739.239),14.085.266,(4.815.296),16313494.0,-3739239.0,14085266.0,-4815296.0
Chi phí sản xuất kinh doanh dở dang của hoạt động sản xuất,Chi phí sản xuất kinh doanh dở dang của hoạt động sản xuất,Chi phí sản xuất kinh doanh dở dang của hoạt động sản xuất,4.964.341,(895.054),4.372.141,(1.169.516),4964341.0,-895054.0,4372141.0,-1169516.0
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,3.828.780,(329.237),2.469.926,(404.107),3828780.0,-329237.0,2469926.0,-404107.0
Hàng tồn kho khác,Hàng tồn kho khác,Hàng tồn kho khác,931.797,(99.961),1.294.999,(52.299),931797.0,-99961.0,1294999.0,-52299.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,213.465.632,(11.885.356),127.068.459,(12.978.276),213465632.0,-11885356.0,127068459.0,-12978276.0
