row_label_raw,row_label_full,col_0,Vốn cổ phần đã phát hành,Thặng dư vốn cổ phần,Vốn khác của chủ sở hữu,Cổ phiếu quỹ,Chênh lệch tỷ giả hối đoái,Quỹ khác thuộc vốn chủ sở hữu,Lợi nhuận sau thuế chưa phân phối,Lợi ích của cổ đông không kiểm soát,Tổng cộng,numeric__Vốn cổ phần đã phát hành,numeric__Thặng dư vốn cổ phần,numeric__Vốn khác của chủ sở hữu,numeric__Cổ phiếu quỹ,numeric__Chênh lệch tỷ giả hối đoái,numeric__Quỹ khác thuộc vốn chủ sở hữu,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Lợi ích của cổ đông không kiểm soát,numeric__Tổng cộng
Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,,,,,,,,,
Số đầu năm,Năm trước > Số đầu năm,Số đầu năm,38.785.833,40.183.879,22.021.073,(1.344.123),(109.196),97.845,14.105.693,34.480.682,148.221.686,38785833.0,40183879.0,22021073.0,-1344123.0,-109196.0,97845.0,14105693.0,34480682.0,148221686.0
- Lợi nhuận/(lỗ) thuần trong năm,Năm trước > - Lợi nhuận/(lỗ) thuần trong năm,- Lợi nhuận/(lỗ) thuần trong năm,-,-,-,-,-,-,11.903.028,(6.626.970),5.276.058,,,,,,,11903028.0,-6626970.0,5276058.0
- Chuyển nhượng công ty con,Năm trước > - Chuyển nhượng công ty con,- Chuyển nhượng công ty con,-,-,(6.714.543),-,-,-,6.079.152,(15.616.950),(16.252.341),,,-6714543.0,,,,6079152.0,-15616950.0,-16252341.0
- Mua các công ty con mới,Năm trước > - Mua các công ty con mới,- Mua các công ty con mới,-,-,-,-,-,-,-,(776.088),(776.088),,,,,,,,-776088.0,-776088.0
- Thay đổi một phần lợi ích trong các công ty con hiện hữu không mất quyền kiểm soát và góp vốn từ cổ đông không kiểm soát,Năm trước > - Thay đổi một phần lợi ích trong các công ty con hiện hữu không mất quyền kiểm soát và góp vốn từ cổ đông không kiểm soát,- Thay đổi một phần lợi ích trong các công ty con hiện hữu không mất quyền kiểm soát và góp vốn từ cổ đông không kiểm soát,-,124.141,-,-,-,-,12.447.960,5.797.002,18.369.103,,124141.0,,,,,12447960.0,5797002.0,18369103.0
- Cổ tức trả cho cổ đông không kiểm soát và cho cổ phiếu ưu đãi cổ tức,Năm trước > - Cổ tức trả cho cổ đông không kiểm soát và cho cổ phiếu ưu đãi cổ tức,- Cổ tức trả cho cổ đông không kiểm soát và cho cổ phiếu ưu đãi cổ tức,-,-,-,-,-,-,(60.950),(605.238),(666.188),,,,,,,-60950.0,-605238.0,-666188.0
- Thay đổi khác,Năm trước > - Thay đổi khác,- Thay đổi khác,-,-,-,-,(126.425),10.000,(6.533),(214.791),(337.749),,,,,-126425.0,10000.0,-6533.0,-214791.0,-337749.0
Số cuối năm,Năm trước > Số cuối năm,Số cuối năm,38.785.833,40.308.020,15.306.530,(1.344.123),(235.621),107.845,44.468.350,16.437.647,153.834.481,38785833.0,40308020.0,15306530.0,-1344123.0,-235621.0,107845.0,44468350.0,16437647.0,153834481.0
