row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Trả tiền trước cho hoạt động chuyển nhượng bất động sản (i),Ngắn hạn > Trả tiền trước cho hoạt động chuyển nhượng bất động sản (i),Trả tiền trước cho hoạt động chuyển nhượng bất động sản (i),113.102.153,126.438.032,113102153.0,126438032.0
Trả tiền trước cho các hợp đồng xây dựng và các dịch vụ liên quan (ii),Ngắn hạn > Trả tiền trước cho các hợp đồng xây dựng và các dịch vụ liên quan (ii),Trả tiền trước cho các hợp đồng xây dựng và các dịch vụ liên quan (ii),22.968.484,8.984.860,22968484.0,8984860.0
Trả tiền trước cho hoạt động mua xe,Ngắn hạn > Trả tiền trước cho hoạt động mua xe,Trả tiền trước cho hoạt động mua xe,1.987.256,1.510.548,1987256.0,1510548.0
Trả tiền trước khác,Ngắn hạn > Trả tiền trước khác,Trả tiền trước khác,1.461.519,1.441.450,1461519.0,1441450.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,139.519.412,138.374.890,139519412.0,138374890.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Trả tiền trước từ bên liên quan(Thuyết minh số 37.2),Trong đó: > Trả tiền trước từ bên liên quan(Thuyết minh số 37.2),Trả tiền trước từ bên liên quan(Thuyết minh số 37.2),1.184.412,9.596,1184412.0,9596.0
Trả tiền trước từ bên khác,Trong đó: > Trả tiền trước từ bên khác,Trả tiền trước từ bên khác,138.335.000,138.365.294,138335000.0,138365294.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Trả tiền trước cho các hợp đồng xây dựng và các dịch vụ liên quan (ii),Dài hạn > Trả tiền trước cho các hợp đồng xây dựng và các dịch vụ liên quan (ii),Trả tiền trước cho các hợp đồng xây dựng và các dịch vụ liên quan (ii),949.876,-,949876.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,949.876,-,949876.0,
