row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,11.349.934,11.903.028,11349934.0,11903028.0
Cổ tức cổ phiếu ưu đãi,Cổ tức cổ phiếu ưu đãi,Cổ tức cổ phiếu ưu đãi,-,(60.950),,-60950.0
Thu nhập của công ty con không được phân phối cho chủ sở hữu do cam kết để thực hiện tái đầu tư (Thuyết minh số 29.1),Thu nhập của công ty con không được phân phối cho chủ sở hữu do cam kết để thực hiện tái đầu tư (Thuyết minh số 29.1),Thu nhập của công ty con không được phân phối cho chủ sở hữu do cam kết để thực hiện tái đầu tư (Thuyết minh số 29.1),(664.743),(513.081),-664743.0,-513081.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,10.685.191,11.328.997,10685191.0,11328997.0
Ảnh hưởng suy giảm do trái phiếu hoàn đổi (Thuyết minh số 26.3),Ảnh hưởng suy giảm do trái phiếu hoàn đổi (Thuyết minh số 26.3),Ảnh hưởng suy giảm do trái phiếu hoàn đổi (Thuyết minh số 26.3),-,(136.015),,-136015.0
Ảnh hưởng suy giảm do cổ phiếu ưu đãi có quyền chuyển đổi (Thuyết minh số 29.4),Ảnh hưởng suy giảm do cổ phiếu ưu đãi có quyền chuyển đổi (Thuyết minh số 29.4),Ảnh hưởng suy giảm do cổ phiếu ưu đãi có quyền chuyển đổi (Thuyết minh số 29.4),-,60.950,,60950.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,10.685.191,11.253.932,10685191.0,11253932.0
,,,Đơn vị tính: cổ phiếu,Đơn vị tính: cổ phiếu,,
,,,Năm nay,Năm trước (Trình bày lại),,
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,7.461.263.509,7.440.032.158,7461263509.0,7440032158.0
Ảnh hưởng suy giảm do:,Ảnh hưởng suy giảm do:,Ảnh hưởng suy giảm do:,,,,
Cổ phiếu ưu đãi có quyền chuyển đổi,Ảnh hưởng suy giảm do: > Cổ phiếu ưu đãi có quyền chuyển đổi,Cổ phiếu ưu đãi có quyền chuyển đổi,56.155.127,123.006.470,56155127.0,123006470.0
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Ảnh hưởng suy giảm do: > Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,7.517.418.636,7.563.038.628,7517418636.0,7563038628.0
,,,Đơn vị tính: VND,Đơn vị tính: VND,,
,,,Năm nay,Năm trước (Trình bày lại),,
Lãi cơ bản trên cổ phiếu,Ảnh hưởng suy giảm do: > Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,1.432,1.523,1432.0,1523.0
Lãi suy giảm trên cổ phiếu,Ảnh hưởng suy giảm do: > Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,1.421,1.488,1421.0,1488.0
