row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Doanh thu chưa thực hiện từ dịch vụ giáo dục,Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ giáo dục,Doanh thu chưa thực hiện từ dịch vụ giáo dục,3.353.801,2.945.587,3353801.0,2945587.0
Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,400.409,127.801,400409.0,127801.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biết thụ","Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biết thụ","Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biết thụ",233.167,344.479,233167.0,344479.0
Doanh thu chưa thực hiện từ dịch vụ khác,Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,961.755,912.623,961755.0,912623.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,4.949.132,4.330.490,4949132.0,4330490.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
"Doanh thu chưa thực hiện từ dịch vụ bảo hành mở rộng, thuê pin xe điện và các dịch vụ liên quan khác","Dải hạn > Doanh thu chưa thực hiện từ dịch vụ bảo hành mở rộng, thuê pin xe điện và các dịch vụ liên quan khác","Doanh thu chưa thực hiện từ dịch vụ bảo hành mở rộng, thuê pin xe điện và các dịch vụ liên quan khác",3.805.452,2.657.327,3805452.0,2657327.0
Doanh thu chưa thực hiện từ hoạt động tổng thầu xây dựng,Dải hạn > Doanh thu chưa thực hiện từ hoạt động tổng thầu xây dựng,Doanh thu chưa thực hiện từ hoạt động tổng thầu xây dựng,490.199,490.199,490199.0,490199.0
Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,Dải hạn > Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,436.466,411.341,436466.0,411341.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biết thụ","Dải hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biết thụ","Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biết thụ",210.895,288.431,210895.0,288431.0
Doanh thu chưa thực hiện từ dịch vụ khác,Dải hạn > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,579.270,520.982,579270.0,520982.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,5.522.282,4.368.280,5522282.0,4368280.0
