row_label_raw,row_label_full,col_0,2020 > Giá trị gốc VND,2020 > Giá trị có thể thu hồi VND,2020 > Dự phòng VND,2019 > Giá trị gốc VND,2019 > Giá trị có thể thu hồi VND,2019 > Dự phòng VND,numeric__2020 > Giá trị gốc VND,numeric__2020 > Giá trị có thể thu hồi VND,numeric__2020 > Dự phòng VND,numeric__2019 > Giá trị gốc VND,numeric__2019 > Giá trị có thể thu hồi VND,numeric__2019 > Dự phòng VND
Tổng Công ty Tư vấnThiết kê Dầu khí – CTCP,Tổng Công ty Tư vấnThiết kê Dầu khí – CTCP,Tổng Công ty Tư vấnThiết kê Dầu khí – CTCP,113.288.140.492,32.907.534.344,80.380.606.148,97.105.273.417,16.724.667.269,80.380.606.148,113288140492.0,32907534344.0,80380606148.0,97105273417.0,16724667269.0,80380606148.0
Trên 3 năm,Trên 3 năm,Trên 3 năm,76.509.984.124,-,76.509.984.124,61.276.826.009,-,61.276.826.009,76509984124.0,,76509984124.0,61276826009.0,,61276826009.0
Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,14.572.316.234,10.701.694.210,3.870.622.024,13.448.202.214,4.034.460.664,9.413.741.550,14572316234.0,10701694210.0,3870622024.0,13448202214.0,4034460664.0,9413741550.0
Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,15.018.623.577,15.018.623.577,-,14.879.825.153,7.439.912.576,7.439.912.577,15018623577.0,15018623577.0,,14879825153.0,7439912576.0,7439912577.0
Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,7.187.216.557,7.187.216.557,-,7.500.420.041,5.250.294.029,2.250.126.012,7187216557.0,7187216557.0,,7500420041.0,5250294029.0,2250126012.0
Khác,Khác,Khác,276.904.501.998,108.614.294.139,168.290.207.859,90.148.257.558,-,90.148.257.558,276904501998.0,108614294139.0,168290207859.0,90148257558.0,,90148257558.0
Trên 3 năm,Trên 3 năm,Trên 3 năm,87.369.188.328,-,87.369.188.328,90.148.257.558,-,90.148.257.558,87369188328.0,,87369188328.0,90148257558.0,,90148257558.0
Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,120.302.127.151,60.151.063.575,60.151.063.576,-,-,-,120302127151.0,60151063575.0,60151063576.0,,,
Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,69.233.186.519,48.463.230.564,20.769.955.955,-,-,-,69233186519.0,48463230564.0,20769955955.0,,,
,,,390.192.642.490,141.521.828.483,248.670.814.007,187.253.530.975,16.724.667.269,170.528.863.706,390192642490.0,141521828483.0,248670814007.0,187253530975.0,16724667269.0,170528863706.0
