row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,61.639.308.450.534,69.058.960.096.882,,,61639308450534.0,69058960096882.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,24,61.639.308.450.534,69.058.960.096.882,,24.0,61639308450534.0,69058960096882.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,25,51.320.208.155.619,54.248.749.508.327,,25.0,51320208155619.0,54248749508327.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,10.319.100.294.915,14.810.210.588.555,,,10319100294915.0,14810210588555.0
21,21,21,Doanh thu hoạt động tài chính,26,1.590.040.066.605,1.782.917.495.135,,26.0,1590040066605.0,1782917495135.0
22,22,22,Chi phí tài chính,27,106.061.911.936,142.719.844.373,,27.0,106061911936.0,142719844373.0
23,23,23,- Trong đó: Chi phí lãi vay,27,88.528.532.475,163.670.626.319,,27.0,88528532475.0,163670626319.0
25,25,25,Chi phí bán hàng,28,1.307.522.724.687,1.070.460.492.188,,28.0,1307522724687.0,1070460492188.0
26,26,26,Chi phí quản lý doanh nghiệp,29,468.292.488.609,606.617.217.295,,29.0,468292488609.0,606617217295.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,10.027.263.236.288,14.773.330.529.834,,,10027263236288.0,14773330529834.0
31,31,31,Thu nhập khác,,15.624.380.836,33.975.271.466,,,15624380836.0,33975271466.0
32,32,32,Chi phí khác,,18.715.506.983,36.336.588.414,,,18715506983.0,36336588414.0
40,40,40,Lỗ khác (40 = 31 - 32),,(3.091.126.147),(2.361.316.948),,,-3091126147.0,-2361316948.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,10.024.172.110.141,14.770.969.212.886,,,10024172110141.0,14770969212886.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",30,1.955.161.241.875,2.850.097.710.757,,30.0,1955161241875.0,2850097710757.0
52,52,52,Thuế TNDN hoãn lại,30,-,-,,30.0,,
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,8.069.010.868.266,11.920.871.502.129,,,8069010868266.0,11920871502129.0
70,70,70,Lãi cơ bản trên cổ phiếu,22,4.145,6.086,,22.0,4145.0,6086.0
71,71,71,Lãi suy giảm trên cổ phiếu,22,4.145,6.086,,22.0,4145.0,6086.0
