row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
100,100,100,TÀI SẢN NGẮN HẠN,,37.368.859.096.582,39.676.858.989.200,,,37368859096582.0,39676858989200.0
110,110,110,Tiền và các khoản tương đương tiền,3,2.737.279.719.110,2.528.849.109.924,,3.0,2737279719110.0,2528849109924.0
111,111,111,Tiền,,1.016.578.119.163,692.375.374.246,,,1016578119163.0,692375374246.0
112,112,112,Các khoản tương đương tiền,,1.720.701.599.947,1.836.473.735.678,,,1720701599947.0,1836473735678.0
120,120,120,Đầu tư tài chính ngắn hạn,,21.355.772.135.731,24.780.000.000.000,,,21355772135731.0,24780000000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),21.355.772.135.731,24.780.000.000.000,,,21355772135731.0,24780000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,11.439.272.884.836,10.994.849.117.040,,,11439272884836.0,10994849117040.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,6.583.033.827.656,4.957.843.641.341,,5.0,6583033827656.0,4957843641341.0
132,132,132,Trả trước cho người bán ngắn hạn,6(a),410.592.797.855,918.427.209.746,,,410592797855.0,918427209746.0
136,136,136,Phải thu ngắn hạn khác,7(a),4.996.567.456.388,5.594.609.653.415,,,4996567456388.0,5594609653415.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(550.921.197.063),(476.317.299.854),,8.0,-550921197063.0,-476317299854.0
139,139,139,Tài sản thiếu chờ xử lý,,-,285.912.392,,,,285912392.0
140,140,140,Hàng tồn kho,9,1.309.321.251.304,1.066.126.161.102,,9.0,1309321251304.0,1066126161102.0
141,141,141,Hàng tồn kho,,1.352.961.371.596,1.112.655.088.865,,,1352961371596.0,1112655088865.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(43.640.120.292),(46.528.927.763),,,-43640120292.0,-46528927763.0
150,150,150,Tài sản ngắn hạn khác,,527.213.105.601,307.034.601.134,,,527213105601.0,307034601134.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),42.751.795.747,50.699.483.380,,,42751795747.0,50699483380.0
152,152,152,"Thuế Giá trị gia tăng (""GTGT"") được khấu trừ",14(a),462.091.841.871,224.475.057.335,,,462091841871.0,224475057335.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,14(b),22.369.467.983,31.860.060.419,,,22369467983.0,31860060419.0
