row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Công ty mẹ,
Công ty Cổ phần Bọc ống Dầu khí Việt Nam,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,Công ty con,
Công ty Cổ phần CNG Việt Nam,Công ty Cổ phần CNG Việt Nam,Công ty Cổ phần CNG Việt Nam,Công ty con,
Công ty Cổ phần LNG Việt Nam,Công ty Cổ phần LNG Việt Nam,Công ty Cổ phần LNG Việt Nam,Công ty con,
Công ty Cổ phần Kinh doanh LPG Việt Nam,Công ty Cổ phần Kinh doanh LPG Việt Nam,Công ty Cổ phần Kinh doanh LPG Việt Nam,Công ty con,
Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,Công ty con,
Công ty Cổ phần Sản xuất Ống thép Dầu khí Việt Nam,Công ty Cổ phần Sản xuất Ống thép Dầu khí Việt Nam,Công ty Cổ phần Sản xuất Ống thép Dầu khí Việt Nam,Công ty con,
Công ty Cổ phần Kinh doanh khí Miền Nam,Công ty Cổ phần Kinh doanh khí Miền Nam,Công ty Cổ phần Kinh doanh khí Miền Nam,Công ty liên kết,
Công ty TNHH Khí nhiên liệu Giao thông Vận tải PVGazprom,Công ty TNHH Khí nhiên liệu Giao thông Vận tải PVGazprom,Công ty TNHH Khí nhiên liệu Giao thông Vận tải PVGazprom,Công ty liên kết,
Ngân hàng TMCP Đại chúng,Ngân hàng TMCP Đại chúng,Ngân hàng TMCP Đại chúng,Công ty thành viên thuộc Tập đoàn,
Công ty Cổ phần Lọc hóa dầu Bình Sơn,Công ty Cổ phần Lọc hóa dầu Bình Sơn,Công ty Cổ phần Lọc hóa dầu Bình Sơn,Công ty thành viên thuộc Tập đoàn,
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty thành viên thuộc Tập đoàn,
Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty thành viên thuộc Tập đoàn,
Liên doanh Việt - Nga VietsoPetro,Liên doanh Việt - Nga VietsoPetro,Liên doanh Việt - Nga VietsoPetro,Công ty thành viên thuộc Tập đoàn,
Tổng Công ty Cổ phần Bảo hiểm Dầu khí Việt Nam,Tổng Công ty Cổ phần Bảo hiểm Dầu khí Việt Nam,Tổng Công ty Cổ phần Bảo hiểm Dầu khí Việt Nam,Công ty thành viên thuộc Tập đoàn,
Tổng Công ty Dầu Việt Nam – CTCP,Tổng Công ty Dầu Việt Nam – CTCP,Tổng Công ty Dầu Việt Nam – CTCP,Công ty thành viên thuộc Tập đoàn,
Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Công ty thành viên thuộc Tập đoàn,
Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,Công ty thành viên thuộc Tập đoàn,
Tổng Công ty Cổ phần Phân bón và Hóa chất Dầu khí,Tổng Công ty Cổ phần Phân bón và Hóa chất Dầu khí,Tổng Công ty Cổ phần Phân bón và Hóa chất Dầu khí,Công ty thành viên thuộc Tập đoàn,
Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Công ty thành viên thuộc Tập đoàn,
Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Công ty thành viên thuộc Tập đoàn,
Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,Công ty thành viên thuộc Tập đoàn,
Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,Tổng Công ty Thăm dò và Khai thác Dầu khí,Công ty thành viên thuộc Tập đoàn,
Trường Cao đẳng nghề Dầu khí,Trường Cao đẳng nghề Dầu khí,Trường Cao đẳng nghề Dầu khí,Công ty thành viên thuộc Tập đoàn,
Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Công ty thành viên thuộc Tập đoàn,
Công ty Cổ phần Thương mại Dầu khí,Công ty Cổ phần Thương mại Dầu khí,Công ty Cổ phần Thương mại Dầu khí,Công ty thành viên thuộc Tập đoàn,
Tổng Công ty Tư vấn Thiết kế Dầu khí – CTCP,Tổng Công ty Tư vấn Thiết kế Dầu khí – CTCP,Tổng Công ty Tư vấn Thiết kế Dầu khí – CTCP,Công ty thành viên thuộc Tập đoàn,
