row_label_raw,row_label_full,col_0,col_1,2020VND,2019VND,numeric__col_1,numeric__2020VND,numeric__2019VND
(iii),(iii),(iii),Trà trước cho người bán ngắn hạn (Thuyết minh 6),,,,,
(iii),(iii),(iii),Công ty con,,,,,
(iii),(iii) > (iii),(iii),Công ty Cổ phần Sản xuất Ông thép Dầu khí Việt Nam,-,82.164.249.139,,,82164249139.0
(iii),(iii) > (iii),(iii),Công ty Cổ phần Bọc ống Dầu khí Việt Nam,-,14.043.401.859,,,14043401859.0
(iii),(iii),(iii),Các bên liên quan khác,,,,,
(iii),(iii) > (iii),(iii),Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,141.237.895.281,394.724.912.865,,141237895281.0,394724912865.0
(iii),(iii) > (iii),(iii),Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,2.868.030.977,2.827.006.031,,2868030977.0,2827006031.0
(iii),(iii) > (iii),(iii),,144.105.926.258,493.759.569.894,,144105926258.0,493759569894.0
(iv),(iv),(iv),Phải thu ngắn hạn khác (Thuyết minh 7(a)),,,,,
(iv),(iv),(iv),Công ty mẹ,,,,,
(iv),(iv) > (iv),(iv),Tập đoàn Dầu khí Việt Nam,6.564.268.635,2.616.074.790,,6564268635.0,2616074790.0
(iv),(iv),(iv),Các Công ty con,,,,,
(iv),(iv) > (iv),(iv),Công ty Cổ phần Sản xuất Ông thép Dầu khí Việt Nam,397.125.337.804,504.791.197.738,,397125337804.0,504791197738.0
(iv),(iv) > (iv),(iv),Công ty Cổ phần Kinh doanh LPG Việt Nam,11.270.239.245,4.856.856.095,,11270239245.0,4856856095.0
(iv),(iv) > (iv),(iv),Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,3.483.454.428,-,,3483454428.0,
(iv),(iv),(iv),Công ty liên kết,,,,,
(iv),(iv) > (iv),(iv),Công ty Cổ phần Kinh doanh Khí Miền Nam,6.774.640.502,9.476.508.626,,6774640502.0,9476508626.0
(iv),(iv),(iv),Các bên liên quan khác,,,,,
(iv),(iv) > (iv),(iv),Tổng Công ty Điện lực Dầu khí Việt Nam,950.024.244.490,1.264.226.690.692,,950024244490.0,1264226690692.0
(iv),(iv) > (iv),(iv),Công ty Cổ phần Phát triển Đô thị Dầu khí,50.000.000.000,50.000.000.000,,50000000000.0,50000000000.0
(iv),(iv) > (iv),(iv),Tổng Công ty Dầu Việt Nam,46.084.296.613,-,,46084296613.0,
(iv),(iv) > (iv),(iv),Tổng Công ty Thâm dò và Khai thác Dầu khí,7.988.723.432,-,,7988723432.0,
(iv),(iv) > (iv),(iv),Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,-,7.290.452.683,,,7290452683.0
(iv),(iv) > (iv),(iv),Ngân hàng TMCP Đại chúng Việt Nam,-,1.916.666.666,,,1916666666.0
,,,,1.479.315.205.149,1.845.174.447.290,,1479315205149.0,1845174447290.0
