row_label_raw,row_label_full,col_0,col_1,2020VND,2019VND,numeric__col_1,numeric__2020VND,numeric__2019VND
(ii),(ii),(ii),Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,,,
(ii),(ii),(ii),Công ty mẹ,,,,,
(ii),(ii) > (ii),(ii),Tập đoàn Dầu khí Việt Nam,14.069.142.205.968,15.291.269.192.715,,14069142205968.0,15291269192715.0
(ii),(ii),(ii),Các công ty con,,,,,
(ii),(ii) > (ii),(ii),Công ty Cổ phần Bọc ống Dầu khí Việt Nam,688.230.643.061,131.681.047.065,,688230643061.0,131681047065.0
(ii),(ii) > (ii),(ii),Công ty Cổ phần Sản xuất ống thép Dầu khí Việt Nam,477.611.708.773,127.009.737.003,,477611708773.0,127009737003.0
(ii),(ii) > (ii),(ii),Công ty Cổ phần Kinh doanh LPG Việt Nam,4.066.602.482,23.170.282.757,,4066602482.0,23170282757.0
(ii),(ii),(ii),Các công ty liên kết,,,,,
(ii),(ii) > (ii),(ii),Công ty Cổ phần Kinh doanh khí Miền Nam,25.273.413.892,124.901.985.441,,25273413892.0,124901985441.0
(ii),(ii),(ii),Các bên liên quan khác,,,,,
(ii),(ii) > (ii),(ii),Công ty Cổ phần Lọc hóa dầu Bình Sơn,2.486.323.208.470,373.262.550.621,,2486323208470.0,373262550621.0
(ii),(ii) > (ii),(ii),Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,2.190.215.285.750,562.840.495.373,,2190215285750.0,562840495373.0
(ii),(ii) > (ii),(ii),Tổng Công ty Cổ phần Vận tải Dầu khí,873.091.412.488,571.744.614.024,,873091412488.0,571744614024.0
(ii),(ii) > (ii),(ii),Liên doanh Việt - Nga VietsoPetro,625.961.538.952,748.853.025.240,,625961538952.0,748853025240.0
(ii),(ii) > (ii),(ii),Tổng Công ty Thăm dò và Khai thác Dầu khí,237.085.395.154,576.430.600.239,,237085395154.0,576430600239.0
(ii),(ii) > (ii),(ii),Tổng Công ty Cổ phần Bảo hiểm Dầu khí Việt Nam,216.011.665.449,171.491.430.357,,216011665449.0,171491430357.0
(ii),(ii) > (ii),(ii),Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,16.555.906.263,24.669.932.401,,16555906263.0,24669932401.0
(ii),(ii) > (ii),(ii),Tổng Công ty Phân bón và Hóa chất Dầu khí – CTCP,13.773.586.855,13.937.592.000,,13773586855.0,13937592000.0
(ii),(ii) > (ii),(ii),Viện Dầu khí Việt Nam,7.135.260.465,-,,7135260465.0,
(ii),(ii) > (ii),(ii),Tổng Công ty Dầu Việt Nam – CTCP,4.951.180.487,-,,4951180487.0,
(ii),(ii) > (ii),(ii),Trường Cao đẳng nghề Dầu khí,47.511.384.636,42.032.608.500,,47511384636.0,42032608500.0
(iii),(iii),(iii),Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,,,
(iii),(iii),(iii),"Cổ tức, lợi nhuận được chia từ các công ty con, công ty liên kết",,,,,
(iii),(iii) > (iii),(iii),Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,113.625.000.000,113.625.000.000,,113625000000.0,113625000000.0
(iii),(iii) > (iii),(iii),Công ty Cổ phần CNG Việt Nam,37.800.000.000,37.800.000.000,,37800000000.0,37800000000.0
(iii),(iii) > (iii),(iii),Công ty Cổ phần Bọc ống Dầu khí Việt Nam,11.434.000.000,8.003.800.000,,11434000000.0,8003800000.0
(iii),(iii) > (iii),(iii),Công ty Cổ phần Kinh doanh khí Miền Nam,14.105.263.200,8.815.789.500,,14105263200.0,8815789500.0
(iii),(iii) > (iii),(iii),Công ty Cổ phần Kinh doanh LPG Việt Nam,-,4.973.315.500,,,4973315500.0
(iv),(iv),(iv),"Thu nhập của Hội đồng quản trị, Ban Tổng giám đốc, Ban kiểm soát, Kế toán trường","Thu nhập của Hội đồng quản trị, Ban Tổng giám đốc, Ban kiểm soát, Kế toán trường","Thu nhập của Hội đồng quản trị, Ban Tổng giám đốc, Ban kiểm soát, Kế toán trường",,,
(iv),(iv) > (iv),(iv),Lương và các quyền lợi gộp khác,16.309.925.695,17.554.926.303,,16309925695.0,17554926303.0
