row_label_raw,row_label_full,col_0,col_1,2020VND,2019VND,numeric__col_1,numeric__2020VND,numeric__2019VND
(i),(i),(i),Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,,,
(i),(i),(i),Công ty mẹ,,,,,
(i),(i) > (i),(i),Tập đoàn Dầu khí Việt Nam,2.998.314.808.150,3.426.491.480.744,,2998314808150.0,3426491480744.0
(i),(i),(i),Các công ty con,,,,,
(i),(i),(i),Công ty Cổ phần Phân phối Khí thấp áp,,,,,
(i),(i) > (i),(i),Dầu khí Việt Nam,6.838.689.025.420,7.264.890.903.495,,6838689025420.0,7264890903495.0
(i),(i) > (i),(i),Công ty Cổ phần Kinh doanh LPG Việt Nam,2.417.340.058.891,703.791.682.735,,2417340058891.0,703791682735.0
(i),(i) > (i),(i),Công ty Cổ phần CNG Việt Nam,133.858.731.802,-,,133858731802.0,
(i),(i) > (i),(i),Công ty Cổ phần LNG Việt Nam,-,989.520.784,,,989520784.0
(i),(i),(i),Các công ty liên kết,,,,,
(i),(i) > (i),(i),Công ty Cổ phần Kinh doanh khí Miền Nam,1.958.753.433.586,2.783.338.704.444,,1958753433586.0,2783338704444.0
(i),(i) > (i),(i),Công ty TNHH Khí nhiên liệu Giao thông Vận tải PVGazprom,997.614.315,978.434.547,,997614315.0,978434547.0
(i),(i),(i),Các bên liên quan khác,,,,,
(i),(i) > (i),(i),Tổng Công ty Điện lực Dầu khí Việt Nam – CTCP,5.061.392.208.297,8.846.474.194.542,,5061392208297.0,8846474194542.0
(i),(i) > (i),(i),Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,2.654.019.114.864,2.218.029.708.065,,2654019114864.0,2218029708065.0
(i),(i) > (i),(i),Tổng Công ty Thăm dò và Khai thác Dầu khí,446.074.186.212,376.192.912.129,,446074186212.0,376192912129.0
(i),(i) > (i),(i),Tổng Công ty Dầu Việt Nam – CTCP,296.492.730.082,847.181.794.620,,296492730082.0,847181794620.0
(i),(i) > (i),(i),Tổng Công ty Cổ phần Vận tải Dầu khí,213.173.187.781,174.148.226.363,,213173187781.0,174148226363.0
(i),(i) > (i),(i),Tổng Công ty Tư vấn Thiết kế Dầu khí – CTCP,-,13.657.467.033,,,13657467033.0
