row_label_raw,row_label_full,Mãsố,NGUỒN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỒN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỒN VỐN,Thuyếtminh,2020VND,2019VND,,,,
300,Mãsố > 300,300,NỘ PHẢI TRẢ,,12.853.184.058.514,11.074.160.837.482,,,12853184058514.0,11074160837482.0
310,Mãsố > 310,310,Nợ ngắn hạn,,9.191.876.118.983,8.795.316.895.809,,,9191876118983.0,8795316895809.0
311,Mãsố > 311,311,Phải trả người bán ngắn hạn,13,2.647.797.851.659,1.460.648.121.422,,13.0,2647797851659.0,1460648121422.0
312,Mãsố > 312,312,Người mua trả tiền trước ngắn hạn,,54.451.948.614,45.895.331.145,,,54451948614.0,45895331145.0
313,Mãsố > 313,313,Thuế và các khoản phải nộp Nhà nước,14(c),494.985.365.612,836.630.353.514,,,494985365612.0,836630353514.0
314,Mãsố > 314,314,Phải trả người lao động,,126.208.090.627,75.422.736.702,,,126208090627.0,75422736702.0
315,Mãsố > 315,315,Chi phí phải trả ngắn hạn,15,3.739.317.501.596,4.023.549.815.893,,15.0,3739317501596.0,4023549815893.0
318,Mãsố > 318,318,Doanh thu chưa thực hiện ngắn hạn,,76.357.086.599,-,,,76357086599.0,
319,Mãsố > 319,319,Phải trả ngắn hạn khác,16,613.409.929.213,958.597.203.828,,16.0,613409929213.0,958597203828.0
320,Mãsố > 320,320,Vay ngắn hạn,17(a),967.470.000.000,970.620.000.000,,,967470000000.0,970620000000.0
322,Mãsố > 322,322,"Quý khen thưởng, phúc lợi",18,471.878.345.063,423.953.333.305,,18.0,471878345063.0,423953333305.0
330,Mãsố > 330,330,Nợ dài hạn,,3.661.307.939.531,2.278.843.941.673,,,3661307939531.0,2278843941673.0
337,Mãsố > 337,337,Phải trả dài hạn khác,,7.394.600.008,5.636.039.644,,,7394600008.0,5636039644.0
338,Mãsố > 338,338,Vay dài hạn,17(b),1.961.867.248.970,1.455.930.000.000,,,1961867248970.0,1455930000000.0
342,Mãsố > 342,342,Dự phòng phải trả dài hạn,19,1.682.351.148.621,801.446.803.000,,19.0,1682351148621.0,801446803000.0
343,Mãsố > 343,343,Quý phát triển khoa học và công nghệ,,9.694.941.932,15.831.099.029,,,9694941932.0,15831099029.0
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,48.786.390.330.703,48.632.877.045.310,,,48786390330703.0,48632877045310.0
410,Mãsố > 410,410,Vốn chủ sở hữu,,48.786.390.330.703,48.632.877.045.310,,,48786390330703.0,48632877045310.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,"20, 21",19.139.500.000.000,19.139.500.000.000,,,19139500000000.0,19139500000000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phổ thông có quyềnbiểu quyết,,19.139.500.000.000,19.139.500.000.000,,,19139500000000.0,19139500000000.0
412,Mãsố > 412,412,Thặng dư vốn cổ phần,21,210.679.541.297,210.679.541.297,,21.0,210679541297.0,210679541297.0
418,Mãsố > 418,418,Quý đầu tư phát triển,21,18.597.253.148.710,18.597.253.148.710,,21.0,18597253148710.0,18597253148710.0
421,Mãsố > 421,421,"Lợi nhuận sau thuế (""LNST"") churaphân phối",21,10.838.957.640.696,10.685.444.355.303,,21.0,10838957640696.0,10685444355303.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kế củacác năm trước,,2.905.346.322.001,795.116.204.750,,,2905346322001.0,795116204750.0
421b,Mãsố > 421b,421b,- LNST chưa phân phối của năm nay,,7.933.611.318.695,9.890.328.150.553,,,7933611318695.0,9890328150553.0
440,Mãsố > 440,440,TỔNG NGUỒN VỐN,,61.639.574.389.217,59.707.037.882.792,,,61639574389217.0,59707037882792.0
