row_label_raw,row_label_full,Công ty Cổ phần Sản xuấtÔng thép Dầu Khí Việt Nam > Công ty Cổ phần Phân phối Khisthấp áp Dầu khí Việt Nam > Công ty Cổ phần CNG Việt Nam > Công ty Cổ phần Kinh doanh LPG Việt Nam > Công ty Cổ phần Bọc ống Dầu khí Việt Nam > Công ty Cổ phần LNG Việt Nam,2020 > Giá gốc VND > 1.858.375.690.000 > 837.605.785.000 > 481.819.822.512 > 206.166.408.900 > 127.902.365.221 > 51.000.000.000,2020 > Dự phòng VND > (581.511.360.158) > - > (10.624.858.680),2020 > Giá trị hợp lý VND > (*) > 1.286.235.000.000 > 306.180.000.000 > 164.795.672.800 > 205.812.000.000 > (*),2019 > Giá gốc VND > 1.858.375.690.000 > 837.605.785.000 > 481.819.822.512 > 206.166.408.900 > 127.902.365.221 > 51.000.000.000,2019 > Dự phòng VND > (632.266.305.650) > - > (12.511.569.276),2019 > Giá trị hợp lý VND > (*) > 2.395.215.000.000 > 378.000.000.000 > 149.814.248.000 > 208.098.800.000 > (*),numeric__2020 > Giá gốc VND > 1.858.375.690.000 > 837.605.785.000 > 481.819.822.512 > 206.166.408.900 > 127.902.365.221 > 51.000.000.000,numeric__2020 > Dự phòng VND > (581.511.360.158) > - > (10.624.858.680),numeric__2020 > Giá trị hợp lý VND > (*) > 1.286.235.000.000 > 306.180.000.000 > 164.795.672.800 > 205.812.000.000 > (*),numeric__2019 > Giá gốc VND > 1.858.375.690.000 > 837.605.785.000 > 481.819.822.512 > 206.166.408.900 > 127.902.365.221 > 51.000.000.000,numeric__2019 > Dự phòng VND > (632.266.305.650) > - > (12.511.569.276),numeric__2019 > Giá trị hợp lý VND > (*) > 2.395.215.000.000 > 378.000.000.000 > 149.814.248.000 > 208.098.800.000 > (*)
,,,3.562.870.071.633,(592.136.218.838),,3.562.870.071.633,(644.777.874.926),,3562870071633.0,-592136218838.0,,3562870071633.0,-644777874926.0,
(c) Đầu tư vào công ty liên kết,(c) Đầu tư vào công ty liên kết,(c) Đầu tư vào công ty liên kết,(c) Đầu tư vào công ty liên kết,(c) Đầu tư vào công ty liên kết,(c) Đầu tư vào công ty liên kết,(c) Đầu tư vào công ty liên kết,(c) Đầu tư vào công ty liên kết,(c) Đầu tư vào công ty liên kết,,,,,,
,,,2020,2020,2020,2019,2019,2019,2020.0,2020.0,2020.0,2019.0,2019.0,2019.0
,,,Giá gốc VND,Dự phòng VND,Giá trị hợp lý VND,Giá gốc VND,Dự phòng VND,Giá trị hợp lý VND,,,,,,
Công ty Cổ phầnKinh doanh Khí Miền Nam,(c) Đầu tư vào công ty liên kết > Công ty Cổ phầnKinh doanh Khí Miền Nam,Công ty Cổ phầnKinh doanh Khí Miền Nam,226.460.000.000,-,352.631.580.000,226.460.000.000,-,500.736.843.600,226460000000.0,,352631580000.0,226460000000.0,,500736843600.0
Công ty TNHH Khí Nhiên liệuGiao thông Vận tải PVGazprom,(c) Đầu tư vào công ty liên kết > Công ty TNHH Khí Nhiên liệuGiao thông Vận tải PVGazprom,Công ty TNHH Khí Nhiên liệuGiao thông Vận tải PVGazprom,58.000.000.000,(13.751.795.292),(*),58.000.000.000,(9.435.960.761),(*),58000000000.0,-13751795292.0,,58000000000.0,-9435960761.0,
,,,284.460.000.000,(13.751.795.292),,284.460.000.000,(9.435.960.761),,284460000000.0,-13751795292.0,,284460000000.0,-9435960761.0,
