row_label_raw,row_label_full,col_0,31/12/2023Giá gốc/Số có khả năngtrả nợVND,1/1/2023Giá gốc/Số có khả năngtrả nợVND,numeric__31/12/2023Giá gốc/Số có khả năngtrả nợVND,numeric__1/1/2023Giá gốc/Số có khả năngtrả nợVND
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,1.762.372.924.260,1.779.573.106.709,1762372924260.0,1779573106709.0
Phải trả các bên thứ ba,Phải trả các bên thứ ba,Phải trả các bên thứ ba,199.097.307.059,140.944.449.229,199097307059.0,140944449229.0
,,,1.961.470.231.319,1.920.517.555.938,1961470231319.0,1920517555938.0
