row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2023VND,Giá trị giao dịch > 2022VND,Phải thu/(Phải trả) tại ngày > 31/12/2023VND,Phải thu/(Phải trả) tại ngày > 1/1/2023VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2023VND,numeric__Giá trị giao dịch > 2022VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2023VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2023VND
Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Bán hàng hóa,250.677.222.268,242.713.830.983,-,-,,250677222268.0,242713830983.0,,
Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Mua hàng hóa,5.833.256.327.882,5.259.612.198.967,(264.180.518.295),(380.597.471.566),,5833256327882.0,5259612198967.0,-264180518295.0,-380597471566.0
Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Cho vay,-,985.436.150.679,1.600.000.000.000,2.985.436.150.679,,,985436150679.0,1600000000000.0,2985436150679.0
Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Thu nhập lãi cho vay,196.322.878.661,129.999.999.998,127.999.999.997,-,,196322878661.0,129999999998.0,127999999997.0,
Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Thu hồi khoản cho vay và lãi cho vay phải thu thông qua việc cán trừ với cổ tức phải trả,1.453.759.029.343,-,-,-,,1453759029343.0,,,
Công ty TNHH Một Thành viên Masan HG,Công ty TNHH Một Thành viên Masan HG,Công ty TNHH Một Thành viên Masan HG,Bán hàng hóa,196.539.987.782,129.200.164.379,-,-,,196539987782.0,129200164379.0,,
Công ty TNHH Một Thành viên Masan HG,Công ty TNHH Một Thành viên Masan HG,Công ty TNHH Một Thành viên Masan HG,Mua hàng hóa,3.388.478.792.457,2.335.612.071.870,(238.567.718.287),(401.208.775.828),,3388478792457.0,2335612071870.0,-238567718287.0,-401208775828.0
Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Bán hàng hóa,2.287.600,11.804.068,-,6.305.753,,2287600.0,11804068.0,,6305753.0
Công ty Cổ phần Masan PQ,Công ty Cổ phần Masan PQ,Công ty Cổ phần Masan PQ,Bán hàng hóa,17.531.807,4.974.082,-,-,,17531807.0,4974082.0,,
Công ty Cổ phần Masan PQ,Công ty Cổ phần Masan PQ,Công ty Cổ phần Masan PQ,Mua hàng hóa,44.542.800,194.503.560,-,(208.521.844),,44542800.0,194503560.0,,-208521844.0
Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Bán hàng hóa,1.159.264.346,1.522.863.910,-,-,,1159264346.0,1522863910.0,,
Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Mua hàng hóa,117.041.020.192,86.425.569.590,(40.318.832.834),(43.200.305.978),,117041020192.0,86425569590.0,-40318832834.0,-43200305978.0
Công ty TNHH Một Thành viên Masan Beverage,Công ty TNHH Một Thành viên Masan Beverage,Công ty TNHH Một Thành viên Masan Beverage,Phân phối lợi nhuận,60.283.801.622,6.304.920.000,60.283.801.622,-,,60283801622.0,6304920000.0,60283801622.0,
