row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2023VND,Giá trị giao dịch > 2022VND,Phải thu/(Phải trả) tại ngày > 31/12/2023VND,Phải thu/(Phải trả) tại ngày > 1/1/2023VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2023VND,numeric__Giá trị giao dịch > 2022VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2023VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2023VND
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Bán hàng hóa và dịch vụ,1.469.292.745.412,1.113.291.788.103,629.796.071.880,254.845.548.436,,1469292745412.0,1113291788103.0,629796071880.0,254845548436.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Bán tài sản cố định,931.320.407,-,1.024.452.448,-,,931320407.0,,1024452448.0,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Mua hàng hóa và dịch vụ,359.928.127.540,212.927.232.933,-,(3.498.316.480),,359928127540.0,212927232933.0,,-3498316480.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Phân bổ tiền thuê văn phòng,19.680.961.961,23.400.773.330,6.886.915.115,3.342.739.292,,19680961961.0,23400773330.0,6886915115.0,3342739292.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Chiết khấu thanh toán và hỗ trợ bán hàng khác phải trả,23.101.616.176,19.166.264.098,-,-,,23101616176.0,19166264098.0,,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Phải thu thu hộ cho dịch vụ phân phối,-,-,67.572.186.586,-,,,,67572186586.0,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Phải thu khác,-,-,17.000.000,17.000.000,,,,17000000.0,17000000.0
Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Bán hàng hóa,-,-,-,7.572.247,,,,,7572247.0
Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Mua hàng hóa và dịch vụ,-,9.542.463,-,-,,,9542463.0,,
Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp Wineco,Phân bổ tiền thuê văn phòng,703.008.870,811.032.816,234.007.780,74.344.675,,703008870.0,811032816.0,234007780.0,74344675.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Bán hàng hóa,1.410.396.721,1.111.876.205,312.363.921,172.941.899,,1410396721.0,1111876205.0,312363921.0,172941899.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Mua hàng hóa,1.476.424.549,7.986.469.535,(660.960.000),(787.784.400),,1476424549.0,7986469535.0,-660960000.0,-787784400.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Phí hỗ trợ quản lý,1.438.215.492,1.889.883.833,1.553.272.731,2.041.074.540,,1438215492.0,1889883833.0,1553272731.0,2041074540.0
Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Bán hàng hóa,-,9.238.570,-,9.977.656,,,9238570.0,,9977656.0
Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Mua dịch vụ,4.656.843.114,3.915.789.415,(221.830.348),(132.898.031),,4656843114.0,3915789415.0,-221830348.0,-132898031.0
Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Bán hàng hóa,238.214.559,126.046.020,23.389.399,13.376.167,,238214559.0,126046020.0,23389399.0,13376167.0
Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Mua dịch vụ,319.745.900,258.418.020,-,-,,319745900.0,258418020.0,,
Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Phí hỗ trợ quản lý,1.650.296.993,747.895.144,1.782.320.752,807.726.756,,1650296993.0,747895144.0,1782320752.0,807726756.0
